JobID,Skill_ID
R0013,BGS6E3C4E3F79F82A97
R0013,BGS457BF83414A41214
R0013,BGS4470F0D9862F48A5
R0013,BGS7F79021B899DA985
R0014,BGSCC9047847B8970D9
R0014,BGS420DD20B4D9DC144
R0014,BGSD35D1D9D596AF085
R0015,BGS238D8C18F1477BAE
R0015,BGS0A8D08F48095FC81
R0016,BGSC02BA8A77CDC5FD3
R0016,BGSCECEE43C3DA61CC0
R0017,BGS8C5E84C02BAF8635
R0017,BGS47C2FFBDEAB3F825
R0017,BGSA5A54478FB7011A2
R0018,BGS2206FF6B3E01EA83
R0018,BGS892BA68E485E9F9E
R0018,BGSD273970ABC120267
R0019,BGS5D9E2B16D5364634
R0019,BGSB1B414CC58917CBF
R0019,BGS602A5FEC4D2A5426
R0019,BGS4CCE74B483530B85
R0019,BGSD3BAE2F6A74BF2C4
R0020,BGSE99982A6C589233E
R0020,BGS9371A2F80F2015B0
R0021,BGSD28136FBF11A4175
R0021,BGS336EB8D90FD048DF
R0022,BGS5CF645032AE030C7
R0022,BGS43E7DF859BA1051F
R0022,BGS02E34B2AFEFD2C45
R0022,BGSAA7474C6ACFE110C
R0023,BGS7C8017450E1175F9
R0023,BGSAF05A90F420B4B59
R0023,BGS11804284BD664B5F
R0023,BGS502DAF09806AFF7A
R0024,BGS29CD96CA169CAF95
R0024,BGSD3C1278DFCC58D48
R0025,BGSA4AB3746A1FFB981
R0025,BGS3CC813FCB9D32587
R0025,BGS0EA5CEAD7569E649
R0026,BGS471D37CD79856D9D
R0026,BGS41E2582DF309D751
R0026,BGSF01BF231417062B2
R0026,BGSD8CD264425B60767
R0026,BGS6EDEB64AC805C14F
R0027,BGS272C7AD35B4766BE
R0027,BGSFD8DB37F7A13EB06
R0027,BGS9BD4A5F69AE1C427
R0027,BGS3881676D4148CB81
R0027,BGS8341034DBA57D3D3
R0028,BGS75D0CE1A4F735A83
R0028,BGSD834D60E5E37B043
R0028,BGS971B0B10F40ED624
R0029,BGS0635D1E0EFC336AE
R0029,BGSBB9C1A68D300315E
R0030,BGSA0112596D7BBF94E
R0030,BGS3C9535367EF1AE9B
R0030,BGSC8487EF13349B7C8
R0031,BGS1C386B89DD2B6DE9
R0031,BGSA81847948C025F86
R0032,BGSAC1703861C90A520
R0032,BGS1FDEA65868C5C1DB
R0033,BGS50A4380D72CBF2DC
R0033,BGS0BCA4936588B1215
R0033,BGS46C85B0110786573
R0034,BGS1F2BF52D8AEB94E0
R0034,BGSFA14EA9D3D3F0AFD
R0034,BGSC91F1B430DBF3175
R0034,BGSEAD504DA44F025E9
R0034,BGS4A87B853936718E3
R0035,BGS3687A563702FE95E
R0035,BGS32AC394BC35005C3
R0035,BGS1643B944559A998F
R0036,BGSA8A34AAD6035DA00
R0036,BGS48C68F177DD17286
R0036,BGS02E174555B132FBA
R0036,BGS70B2465270081904
R0036,BGSF76DB3BB793E5BE1
R0037,BGSB6E5A900EA141A62
R0037,BGSB09760249BBEA2F5
R0037,BGS6E1FB08A17FADF71
R0037,BGS08F4FCE5060A42D7
R0038,BGSDAD81A2ACA5BB60F
R0038,BGS21C51B585F3A2440
R0038,BGSCD18F48FC3AF085B
R0038,BGSCE974633DC8BC313
R0039,BGSB485956662903670
R0039,BGS8A2552F1670D9700
R0039,BGSCF734FB65F2DDB14
R0039,BGSE96B1E896F60D0D0
R0040,BGSDD4337465E41EAE1
R0040,BGS16FFECFDAA7B4B9B
R0040,BGS050F68797056E588
R0040,BGS47FDA62CAF494A4E
R0040,BGS84E8AA09FCE2FB1E
R0041,BGS885D46BC8C08580D
R0041,BGS0E071BEE46BE4786
R0042,BGS5030337BF08BA557
R0042,BGS0386CAE87785FED9
R0042,BGS87A0E1C1654A0757
R0042,BGSCD3FE4ED809CC6F6
R0043,BGS85DE52CB01C0C1CF
R0043,BGS5162A88ACD26E95A
R0043,BGS29BF4C940AB688A4
R0043,BGS07ABBBEEE466A887
R0043,BGSAFB6AF5EEBF41A4B
R0044,BGS82712815F302288A
R0044,BGSF5CD413F7FD6852C
R0044,BGSA4072876101B65F1
R0044,BGS53555F2C085A2976
R0044,BGS86DFCBC2646E131E
R0045,BGS1262A8D0DC62ACC8
R0045,BGSDCEC1CF8FB96BE70
R0045,BGS2B9D57F92B54C627
R0045,BGSEB72C8FAEAE568E1
R0046,BGS0D6006ABA2ED971C
R0046,BGSF04E814890659FDF
R0046,BGS4AC32A6920191B91
R0047,BGSFF55E46B67DD43D3
R0047,BGSA30F0D63BF4696E2
R0047,BGS9A61E94C662D5C7C
R0048,BGS01647234FD700A38
R0048,BGS540C02B45E839AE9
R0048,BGS6DA16D11DC675CFA
R0049,BGS21F1F715151E16CB
R0049,BGSAE74B69AEF11BB40
R0050,BGS3251B6714ADDB031
R0050,BGS0704CDF925BE9BCE
R0050,BGS8EC7965FEE6B21F9
R0051,BGSFFA62A7DD8C37CD8
R0051,BGS10F8B3865B2E2147
R0051,BGSF5916967E91A4336
R0052,BGSCD255C11F2E39723
R0052,BGSA1F19F3E69CEA94F
R0053,BGSC6C925981232F594
R0053,BGS8D18D4C5772245EC
R0053,BGSF904C5CD58315867
R0053,BGSDCBCC66F7FBC068C
R0053,BGSA3CCBF54F3B9D500
R0054,BGS72D11A4C7EA2A667
R0054,BGSE86D66C7D8199C26
R0054,BGS06D6161134023D3C
R0054,BGSFDEC34BD05253AF8
R0054,BGS9D2F5276B3519635
R0055,BGS708A24F06F13D072
R0055,BGSAA10FA473F466412
R0055,BGS907051ECD9A322C6
R0055,BGS3E442D279F28059E
R0056,BGSF6146CB570C09372
R0056,BGSFAB108E30027B818
R0056,BGSA2D79499C77FA117
R0056,BGSC4B0BAB619BA0031
R0057,BGS05C997A8C40C04A7
R0057,BGS3830A359440D7B2E
R0057,BGSBA0A3DACD3629DFE
R0057,BGSE130A38B7C63144A
R0058,BGS23A209294A7502A7
R0058,BGS1138E17CD115CD08
R0058,BGS93358E6789A6A2F8
R0058,BGSA310024C4284FB98
R0059,BGSD2258A6A13BA0F36
R0059,BGS3CA23F0108A9082D
R0059,BGS40356F6ABC056CF7
R0060,BGS728D644A1137C042
R0060,BGSC852DB89AB7F2BB7
R0061,BGS67011CE727D5A358
R0061,BGSC6352BD86FA71F80
R0061,BGS5A60E86D30AFB191
R0061,BGSB0FECE2C17090C0A
R0061,BGS3E99E25C775CDD11
R0062,BGSD009804A590A9C99
R0062,BGS1079502DE3308B89
R0062,BGS72CA7173C63529F1
R0062,BGSCAAC70DD39A71744
R0063,BGS26D98859670920F1
R0063,BGSBFF4259BF5F06183
R0063,BGS9027E561B78A183D
R0064,BGS858F098CE4EF593F
R0064,BGSAD7C649392B94664
R0064,BGSB29D1FF36AEFD3C0
R0065,BGSE3A123CF86F82E73
R0065,BGS61D7A8D49BB09FCB
R0065,BGS6744D6B43E126448
R0065,BGS89BFAE4DB3EEEEC5
R0065,BGS03D224511943040A
R0066,BGS987568BE1ED71896
R0066,BGSCF03B10B63712E92
R0067,BGS743632C1F0807605
R0067,BGS1068B1D5F3A94948
R0067,BGS4C2AA19A896B2410
R0068,BGS674DD1A8DE4DEC17
R0068,BGS6C9B50FC3CB52462
R0068,BGSFFC23980604F6169
R0068,BGSC6AB98A115BB4C79
R0069,BGS3F1480F5892B2C20
R0069,BGSBE8C667B1914C2CE
R0069,BGS7ADF5FC3E551C116
R0069,BGSAD5D0EF66EEE45ED
R0070,BGS5AC147CA8C77B47B
R0070,BGSC890D0966514068D
R0070,BGS48C6287936EBA469
R0071,BGS4B96755C0708EB9B
R0071,BGSB5CE538F21769B46
R0071,BGS325B4153B094E44B
R0071,BGSD2E5F61F34821680
R0071,BGS1B6E1A615D7A2A3B
R0072,BGS8140CE934E9401A5
R0072,BGS933B4D816F8215CB
R0073,BGS707D24B6439159BD
R0073,BGSCD26567126308B09
R0073,BGSF23C196EB8D6C604
R0074,BGS8ADD0F9827F1A56E
R0074,BGS7C8BAD6F864AA8B1
R0074,BGSC5270C97A537CEF3
R0075,BGSA07761FE1239589C
R0075,BGSEF1306F75925EC1F
R0075,BGS0ACFFBFF9D40CC92
R0076,BGS6E518E762FDD736D
R0076,BGS7A62A31CBE40A529
R0076,BGS70566ED50F7BE174
R0077,BGS0D3C294088DCE637
R0077,BGSB5BC9154AB7A75D4
R0077,BGS41714663BA8EA548
R0078,BGS1DB135ABB7B4694E
R0078,BGS2E7C8852630380B0
R0079,BGS2A4A950105767DC0
R0079,BGS8235A1973BC9976E
R0079,BGS49DCF721E63CE361
R0080,BGSD5AA8988C326CA33
R0080,BGSC399A0F28979EB18
R0080,BGS5C965907FB39801F
R0080,BGSFD0F8D90A3A39ECC
R0081,BGSA7733A8C979A025B
R0081,BGS3A3A62569B57245B
R0082,BGS4B13FC311BBF0EFC
R0082,BGSDC8BB493E415AF4C
R0083,BGSFFA414765F5352D0
R0083,BGSFD890F56823EA8D8
R0084,BGS6F61B491160D45AF
R0084,BGSED10F01FAF91D407
R0084,BGSD42B5DD0E10C837F
R0084,BGS74BEAA4795C17212
R0084,BGSF34C1566E3A8D925
R0085,BGSC142B492DEC5755C
R0085,BGS54D051EBF1219719
R0085,BGS49F1FA054C07A41D
R0085,BGSED712A62D9B9B844
R0085,BGS337AE22ACF45EE08
R0086,BGS1DA2F54520ED70AA
R0086,BGS0945F820974899B5
R0086,BGSBC78372741E0882A
R0087,BGSA1D5F50BF27F4EF2
R0087,BGS96A25311D8C2150B
R0087,BGS4A6A7CA7EA9315C3
R0088,BGSCDA2829C3284AF08
R0088,BGSD4DA0ED8628BB9EA
R0088,BGSA312B8C2C4E43F41
R0088,BGS6E5CE0E1D47D8918
R0089,BGSA7B389871A16CC4A
R0089,BGSA54307CD3DC1F475
R0089,BGS831A3B55898D9350
R0089,BGSE1A2141435B3815C
R0089,BGSD237E066C4B83A72
R0090,BGS708B578C8FD80D7F
R0090,BGS1E700A7A1DDE83B9
R0090,BGSB4073660DE2D972D
R0090,BGSB12D2242581A6470
R0090,BGS20E69A7A24C63971
R0091,BGS867DA4EF748DCF34
R0091,BGSB41817B1EDBFE998
R0091,BGSEE33003F394305D5
R0091,BGSB02A194CF9441F93
R0092,BGS3BB5FE86A9D20FF4
R0092,BGS60430C908771FDAC
R0092,BGSB90A4010657CB644
R0092,BGS9B6DCD10D4595F35
R0092,BGS7DE43DF480CCA839
R0093,BGS58008775B85FFCEF
R0093,BGS7913D9AC8E3C63D4
R0093,BGS46C85B0110786573
R0093,BGS7A7427D75714E944
R0093,BGSCEDA88AC9FBFFDE9
R0094,BGSF2C02FC2A0EE8A5E
R0094,BGS25EE5DC3582CC9AA
R0094,BGS875C69FF9CA545DC
R0095,BGS35D684DF97C71770
R0095,BGS513E867CD1243B8C
R0095,BGS513A63FA99CFC4FD
R0096,BGS68FBA489B332B85B
R0096,BGSB267BFB3DD8DB8BF
R0097,BGSFB5C9F5EF3BFC56B
R0097,BGSB19D04139D9641A7
R0098,BGS07C6B9E748C4C523
R0098,BGS32D0B87AE0C46EF5
R0098,BGSBAC4A531B4CD7401
R0098,BGS6D1C9FA835F3D4C4
R0099,BGSCDBA7B352BA5DF41
R0099,BGS9E2E0B219871898F
R0099,BGSA3024BE7A6FECE67
R0099,BGS3107F970382D413A
R0100,BGSB9E19BC7A9BF362C
R0100,BGS773A8B0914CA37FD
R0101,BGSEF6F57D79518A697
R0101,BGS9909065EB6CB1B0E
R0101,BGS910390D1597B0D4F
R0101,BGS825C3DE56AE9B5EF
R0101,BGS8B3546BD6312AC6D
R0102,BGSCA6AF28971E23D01
R0102,BGSF706F9E8589860CF
R0102,BGS1DD731310E8361EA
R0102,BGS6D5084324B211E6E
R0103,BGSDE3407FB53F14F3B
R0103,BGSC375D74449446233
R0103,BGS8A233E58653B717D
R0103,BGS23E35239AF8844DB
R0103,BGS657D6A32957B32CE
R0104,BGS6CAE39536DBE81BF
R0104,BGS71A7A03E0C92AAB0
R0104,BGS06C8FC20F15F91F1
R0104,BGSCBB1BCCDAF0A055A
R0105,BGS496DD3B00795E64A
R0105,BGS39EDA12FDBAD5683
R0105,BGS21E8075469470DD1
R0105,BGS901CB22DD76A2814
R0106,BGSCB41476D8746EC00
R0106,BGS61F8D5789B17CB15
R0107,BGS29C94312BC649D52
R0107,BGS1159C43D4390CA66
R0107,BGS5000688AB9F9BABE
R0107,BGS6B131D1BA2511437
R0108,BGS42B1F129E5E31B4E
R0108,BGS97685EED287E3029
R0108,BGS2F6DBDA46E6CBF24
R0109,BGS54312332A6ADE3BD
R0109,BGS40152CE68D46C547
R0109,BGS52ACE423A36E6904
R0110,BGSC0677F1B9E422914
R0110,BGSB5B4504B0CBACF9A
R0110,BGSAEA21134001E4F01
R0111,BGS6C33944CE251FAAC
R0111,BGS51A4D7023439B078
R0111,BGSFD28EF845AE9037D
R0111,BGS09B7A85DB2D09A24
R0112,BGS5C6FB24D615A9C1F
R0112,BGSC7226C35D6B1A6C7
R0113,BGS1270B36C0B44E4DF
R0113,BGSA3B10F36E313C22F
R0113,BGS451ABC13E82C547D
R0113,BGSA0C9D23B10C294A5
R0114,BGSE40F71A79241E657
R0114,BGS1620FDCCF69672EB
R0114,BGS63F97FD02E3CB5DC
R0114,BGSA3C89EA748C4CA49
R0115,BGSC591A0341CC88EAF
R0115,BGSE5AD996EE767102F
R0115,BGSF27EB1F775F177FB
R0116,BGS5C5DF2887B5160FD
R0116,BGSF0499E9A24C2837C
R0116,BGS03B72305EE81780B
R0117,BGS8946CA28A49C021E
R0117,BGS577B3088B2F4D3EA
R0117,BGS09ACCA292A9E0887
R0117,BGS3251B6714ADDB031
R0117,BGSCC192DE9004430F3
R0118,BGS94A5D63E7ACBCA62
R0118,BGS84BE503EF64E7804
R0118,BGS6B634E1EBC67F391
R0119,BGS4EB3FD0EECEED808
R0119,BGS5E1FCC96EE5E79A6
R0120,BGS2F69691CDBF5E6FD
R0120,BGS549961AA5F9702EF
R0120,BGSE57BE239B4212E01
R0120,BGS81FEFFF39B725A3A
R0121,BGS9BDB0264ACA1F25B
R0121,BGS6ED329E0EF32ACA9
R0121,BGSB69FBC190887DB28
R0121,BGSE78C54E414086FB9
R0122,BGS0706D9F153485175
R0122,BGS55E5FCC12809DD4D
R0122,BGS9FC3DFD636FB5AD1
R0122,BGSE1353FC1E006F458
R0122,BGS37E5943F451ED9CC
R0123,BGS6224D41A54C71160
R0123,BGS9F3D4319FFEC9B8B
R0123,BGS38A8A745AD0EF65F
R0124,BGSCED4BA0E697B8031
R0124,BGSF89891452848C0E9
R0125,BGS32C0871E9DC47BFA
R0125,BGS1D13A5855AB54E89
R0125,BGS1EE288704220CBAE
R0125,BGS5472465431FB53AE
R0126,BGSC674FD5E71F77683
R0126,BGS5AD74174F75B6184
R0126,BGS8EA4C8E8876DD58D
R0126,BGS9219D3FFAB82AB87
R0126,BGS2A9BBC5F326AF5BD
R0127,BGSA71D236BC4E5BD0E
R0127,BGSA4C13DE11843485A
R0128,BGS0F30DFDD4F557B6E
R0128,BGSBBE5A6D4BF778E54
R0128,BGS5C2BDE46B79BFDF9
R0128,BGSEDEEFCFFC59B39CD
R0128,BGS0C57C4D863A04844
R0129,BGS57928270793AAFE9
R0129,BGSEA1CB6293147FCE7
R0129,BGS5ED7D9F8286650B8
R0129,BGS252D65AB03153BCB
R0129,BGSCF627D12E7D6441C
R0130,BGS573245AE352C6AA1
R0130,BGS9B2A08F842D5EF2F
R0131,BGSB0D735013B5FE814
R0131,BGSD995F3DCDEEB89CF
R0132,BGS8D3FB1701F0095E5
R0132,BGS09A90508D1EC1836
R0132,BGS455DD4068737090C
R0132,BGS92FE27475326402E
R0133,BGS4F735079AD528CDA
R0133,BGS8556C305A999E8DF
R0133,BGS606724779B36E8B9
R0133,BGS96B116AF46220451
R0134,BGS36B376C4A644840B
R0134,BGS8CB825F21BFC785E
R0134,BGSB28DC5BBACCD1B67
R0134,BGS32A24BAF542DF3F1
R0134,BGSDA1B0108901B4679
R0135,BGS9AC7E70457734E42
R0135,BGSD49D9541E4188C4E
R0136,BGSC2863A4EAC80748C
R0136,BGS50332D074B39EB5F
R0136,BGSB2456AFEA6E1B684
R0136,BGS5C5D4C6863516312
R0136,BGS93AFB1E6F93D1D76
R0137,BGSC3F528174FC17279
R0137,BGSCB7AC72A895CB85C
R0137,BGS326CD48D860BB5DD
R0137,BGS82C84ED071349136
R0137,BGS38D72E26F1E7E859
R0138,BGS4C0205F59786FB38
R0138,BGS7CA5DD2CB1E749F2
R0138,BGS61B3EE2F8590DB34
R0139,BGSAC417DFC222FDB79
R0139,BGS17FFEC454F9DC46B
R0139,BGSD930CD40B8CB5BC5
R0140,BGS6661CD9995EB2982
R0140,BGS4520BE57EA6EC69B
R0140,BGS59174A6CE511CF2F
R0141,BGS31073C00BF0BB75C
R0141,BGSD4FEA32FEDB3965B
R0141,BGSBA9411CE966CE75B
R0141,BGS20A6677BEE1944DA
R0142,BGS05FB8395EA8EA421
R0142,BGS644AB9077D042A21
R0142,BGSDA1B0108901B4679
R0142,BGSD973F178ADA0FF2A
R0142,BGSA9A27EB7837D8B97
R0143,BGS56CE2B1B67E8781B
R0143,BGS26FC07EDBD3DCC1B
R0143,BGSFF6A96B8D7964FA7
R0143,BGS1059470A29F39AFA
R0144,BGSFD336604518C0FB4
R0144,BGS19B1DCFD736926B1
R0144,BGS0BED76B88C1D3E57
R0144,BGS04D5360F8FD9F340
R0144,BGSC3D8CAE0B04827DD
R0145,BGS8291796748DAF927
R0145,BGSE2D637C554C8B41B
R0145,BGSB1048AACDB0FF39B
R0145,BGSE805DD615C5B8608
R0145,BGS916CB788656A0183
R0146,BGSFC808527F201C3FA
R0146,BGS2945B52441246E9A
R0146,BGSD9F5BA4B3BCFAF8B
R0147,BGS23BECA642ACEB954
R0147,BGSA4E2BB90381090FE
R0147,BGS356B2C2D2A32C640
R0147,BGS2EA53CBB9C18F05D
R0147,BGS14B297C4ED68F73F
R0148,BGS131F65DECC0583EA
R0148,BGS32EA4EA4490C9464
R0148,BGS3E69A84167F1CD58
R0148,BGS32D0B87AE0C46EF5
R0148,BGS52B340A61E85317B
R0149,BGS6B195E0B85E1E1D2
R0149,BGSECE4BFF2BCB09376
R0150,BGS111443D99D5FCB39
R0150,BGS7A981C84B6ACB621
R0150,BGS78E4C98ED33FB1F5
R0151,BGS3CBA8540AD0ED8BA
R0151,BGS129B20940F429794
R0152,BGS4482812CCD0D4D23
R0152,BGSAF91E476292A6A68
R0153,BGS31CF6CDD941CEF92
R0153,BGS137D49BE4672030D
R0153,BGSD97035D97C35220E
R0153,BGSBC9AE9197056DDEC
R0154,BGS55B83EE323B47323
R0154,BGS75903B8826B17D7A
R0154,BGSE925E0BE9813C085
R0154,BGS1E1441AC9C34EE50
R0154,BGS98E326BE36E7589E
R0155,BGS00EA59C6EF0B9ECA
R0155,BGS8E1E1D78E6204F41
R0155,BGS40AAF3C604AAA05E
R0155,BGS68689D244E0D7377
R0156,BGSBB99AC99F5B139F2
R0156,BGS476FDD9DD5923102
R0157,BGSC28737DF38E33A96
R0157,BGSC374FBBEFC9520E2
R0157,BGS6CAC3789B249D429
R0158,BGSB912CCD7061F5501
R0158,BGS67E5CDD182D01994
R0158,BGS3DE45D1D12E81C5F
R0158,BGSD93A1BB4E7178E7A
R0158,BGSBA6AFB8F8043745C
R0159,BGSC45876846268F823
R0159,BGS0C76B92E399E1F1F
R0160,BGS7E811CF0FB1C23F6
R0160,BGS20D9A28ABB84EBE4
R0160,BGS2B62BD26ADF2071B
R0160,BGS71B6FC84B5A5D814
R0160,BGS748742839B44FD78
R0161,BGSB970D058D4C0AE78
R0161,BGS035E3E61EF514AD5
R0162,BGSA6FD8981008F728C
R0162,BGS7A9EB53388D7EC1E
R0163,BGSC6EF7C3219059960
R0163,BGS56B9A82424F8A4F9
R0164,BGS47869DF83E345FD7
R0164,BGS22DA51C1B2296560
R0164,BGS006F0FFDC75E17CD
R0165,BGSAC189F366D53C1F9
R0165,BGS3E4051B50CE2DEF7
R0165,BGS0EBACC0D13AA3F9B
R0165,BGS552374573A2DC4E7
R0165,BGSE0204B6B18DD4F40
R0166,BGS414E2D0D0149C72F
R0166,BGS633B96A3DB5358BB
R0166,BGS1EE2D3212ECA9BE6
R0166,BGS1A7FD299D6B657D4
R0167,BGS7AB350189C3009B9
R0167,BGSC5359CABBFD3D446
R0167,BGSE0FE3B95204C7365
R0167,BGS995AC0B16FC2D656
R0167,BGS13C7B90E52E139BA
R0168,BGS80AFB62E3A27234B
R0168,BGS429BE3A6CA34A308
R0168,BGSF5B0BA5183DF3D74
R0169,BGS8E87225087872311
R0169,BGSE0B8E5A3287B75B3
R0169,BGSB531FF2B7925B4DE
R0169,BGSF54A6B94FA3A6150
R0169,BGS786E81653AECB609
R0170,BGS6E31576AA5235D11
R0170,BGS9B6A932FD0BDE8B6
R0170,BGS46B1FBA7B802A617
R0171,BGS192FFC7CD736B1D6
R0171,BGSAD8E33637D6FCB93
R0172,BGS802A7C74BA5AEAE3
R0172,BGSC0C75144F2C25462
R0172,BGSB6F9DF6AB004F60D
R0173,BGSE1D24FC7EC2450A7
R0173,BGSCE9008598160286A
R0173,BGSC9D90EA35D620918
R0173,BGSB738B225298AE73C
R0174,BGS4ECEA60E1752FC96
R0174,BGSBAB1687BCE2429AD
R0175,BGS27735C0EACEA9DAF
R0175,BGS51AF51281ADF65FC
R0175,BGS12672528D6B47795
R0175,BGSD6A0B5681B13385E
R0176,BGS75903B8826B17D7A
R0176,BGS60685ABA349B7FD1
R0177,BGS0ACFE0059D017604
R0177,BGS0BCA4936588B1215
R0177,BGS18612D114108C699
R0177,BGS8E4479FCA972D763
R0177,BGS790EAC5A95022B39
R0178,BGSA9E9F6A0E9414233
R0178,BGS5C3DD42E2C3EBAC3
R0178,BGS51F5AFBD3A5BC57B
R0178,BGS19A3F901B28981A1
R0179,BGS501ABE886CFB6188
R0179,BGSF50937936A2E935D
R0179,BGSE7DF8ABEDBCA576F
R0180,BGS6D098C8A0DB2E94D
R0180,BGS86368F172DD95657
R0180,BGS227642A9504B9C1F
R0180,BGS69208FF94EF64AD0
R0181,BGSD26703B37CD5C962
R0181,BGSE1CA6900BC8CA3BB
R0182,BGS507AB22C9016AB78
R0182,BGS3A7B4093B221A14F
R0183,BGS50AA9F57D2D4E856
R0183,BGS6EE221136DACBC58
R0183,BGS6C9B50FC3CB52462
R0183,BGS334FD004FA674095
R0184,BGS0E00B14B52DAC290
R0184,BGS7A62FC135D96368B
R0184,BGS9C33A59541F3BA4A
R0184,BGSB402F145F02B3B6C
R0184,BGS330C5BCED0412CD7
R0185,BGS9A6A128FC3048567
R0185,BGS8859A5476744FCD8
R0185,BGSAC1703861C90A520
R0185,BGS5CDC2ACDCB920606
R0186,BGS7814265416DEE700
R0186,BGS037D7169D105A4C4
R0186,BGS8F0452358305E78B
R0186,BGSC9A113B66BE2A7AA
R0187,BGSFD1FDF99EDB52249
R0187,BGS08567F55C8C7BA97
R0188,BGS875C15465D7EF74C
R0188,BGS550D864EC3BDDA32
R0188,BGS177B5FA64B488675
R0188,BGS342A50AA6B1E6D67
R0188,BGSC92EB9AFBABF3002
R0189,BGSAA816CEB0F58F111
R0189,BGS3904CCA183C64EF4
R0189,BGSE92EF69F4270E0D2
R0189,BGS90F21964EA60EEC7
R0189,BGS3E48B01C3BAA5E09
R0190,BGS93D11EE7EBA431F0
R0190,BGS3CEAE44A181C352F
R0191,BGS480787BD93D2ADA8
R0191,BGS76C22DDA0728BF43
R0191,BGSDCFEF8F155599F82
R0191,BGS553124A70607168F
R0191,BGS6CB7865B3D5A0C93
R0192,BGSE98FD46B8204BEBB
R0192,BGS257E45CE9DAFFED0
R0192,BGSBE984B2E527147C1
R0192,BGSF6B9153F69B92B47
R0192,BGSE6F9D5546B4EDF3E
R0193,BGSE74F984A420D29B8
R0193,BGSC9C123E230113506
R0193,BGSD3E087AB62CEA236
R0193,BGS8ADB348F8EEFDDAB
R0194,BGS00B19102C7185804
R0194,BGSB8EE6B733191A8DF
R0194,BGS63BD13A3F5ED15E2
R0195,BGS4AB89A50FA3CBD46
R0195,BGS7B0F1E83923D07E1
R0195,BGS18ADC5513AF1CC72
R0196,BGS4B49F0A8F83C9773
R0196,BGS5E9C5E35667D361E
R0197,BGSCB32608EDA537B3D
R0197,BGS477A694DB56FC6BA
R0197,BGSAA8C53A3F2FB5218
R0198,BGSA0AECC96F3C008F6
R0198,BGSA88AB7DCC2EBEA91
R0199,BGS6A66FEDFB20EA5D1
R0199,BGSB1E06E2B7B53F345
R0199,BGSCC8C7E0631EE811A
R0200,BGSE1747939BB44BD33
R0200,BGSB64D1587B660695A
R0200,BGS9DFC8B482DB9884C
R0200,BGSBCED10E402845120
R0201,BGS427FA72773F7A0B5
R0201,BGSA3C89EA748C4CA49
R0202,BGSFED6D0ECF1708D9D
R0202,BGS7F3F411732C919F2
R0203,BGS382F7B9B7B013E58
R0203,BGSD06CC07682FA72F0
R0204,BGS32F8A6539DBFBBB0
R0204,BGS0426A10A51DF0063
R0204,BGSD504C44AEE5AD07E
R0205,BGS9BD99D92822D9622
R0205,BGSC9D0EC0BA1E60D85
R0205,BGS6F2562F92BF681C4
R0205,BGS3BBBDFE8282A820E
R0206,BGS78CCA75E8F405633
R0206,BGS3785260AB9873A54
R0207,BGS90693F475C490F4C
R0207,BGS3851D0A872CE357C
R0207,BGSBD760120FFBEA6F3
R0207,BGS6B834A38202D31A0
R0208,BGSA83DF52D42143EC7
R0208,BGS48A3F6E14B7915A1
R0208,BGS2E000FA280575134
R0208,BGSA5D9BB6C13832340
R0208,BGSEE26D1F3DED28A62
R0209,BGS57A342D28F70745B
R0209,BGS80F5EE379BC346CA
R0209,BGS4FC2C66C32A02E44
