job1_id,job2_id,similarity,job1_title,job2_title,job1_department,job2_department,is_same_department
R0043_55034880,R0043_55032756,1.0,Wealth Remediation,Wealth Remediation,Methodology & QA,ASF AP Program,False
R0043_55032756,R0043_55034880,1.0,Wealth Remediation,Wealth Remediation,ASF AP Program,Methodology & QA,False
R0043_55036250,R0043_55032756,1.0,Wealth Remediation,Wealth Remediation,Logistics Support,ASF AP Program,False
R0043_55032756,R0043_55036250,1.0,Wealth Remediation,Wealth Remediation,ASF AP Program,Logistics Support,False
R0043_55009127,R0043_55032756,1.0,Wealth Remediation,Wealth Remediation,JBWere Remediation,ASF AP Program,False
R0043_55032756,R0043_55009127,1.0,Wealth Remediation,Wealth Remediation,ASF AP Program,JBWere Remediation,False
R0043_55032863,R0043_55032756,1.0,Wealth Remediation,Wealth Remediation,JBW Remediation File Collection & Liaiso,ASF AP Program,False
R0043_55032756,R0043_55032863,1.0,Wealth Remediation,Wealth Remediation,ASF AP Program,JBW Remediation File Collection & Liaiso,False
R0043_55039686,R0043_55032756,1.0,Wealth Remediation,Wealth Remediation,JBW Remediation Engagement,ASF AP Program,False
R0043_55032756,R0043_55039686,1.0,Wealth Remediation,Wealth Remediation,ASF AP Program,JBW Remediation Engagement,False
R0043_55032908,R0043_55032756,1.0,Wealth Remediation,Wealth Remediation,JBW Remediation CRI,ASF AP Program,False
R0043_55032756,R0043_55032908,1.0,Wealth Remediation,Wealth Remediation,ASF AP Program,JBW Remediation CRI,False
R0043_55034879,R0043_55032756,1.0,Wealth Remediation,Wealth Remediation,JBW Remediation Case Construction 2,ASF AP Program,False
R0043_55032756,R0043_55034879,1.0,Wealth Remediation,Wealth Remediation,ASF AP Program,JBW Remediation Case Construction 2,False
R0043_55027552,R0043_55032756,1.0,Wealth Remediation,Wealth Remediation,JBW Remediation Case Construction,ASF AP Program,False
R0043_55032756,R0043_55027552,1.0,Wealth Remediation,Wealth Remediation,ASF AP Program,JBW Remediation Case Construction,False
R0043_55037979,R0043_55032756,1.0,Wealth Remediation,Wealth Remediation,JBW Remediation Calculations,ASF AP Program,False
R0043_55032756,R0043_55037979,1.0,Wealth Remediation,Wealth Remediation,ASF AP Program,JBW Remediation Calculations,False
R0043_55037980,R0043_55032756,1.0,Wealth Remediation,Wealth Remediation,JBW Remediation Assurance,ASF AP Program,False
R0043_55032756,R0043_55036209,1.0,Wealth Remediation,Wealth Remediation,ASF AP Program,Client Restoration,False
R0043_55031083,R0043_55032756,1.0,Wealth Remediation,Wealth Remediation,Campaign Execution,ASF AP Program,False
R0043_55032756,R0043_55031083,1.0,Wealth Remediation,Wealth Remediation,ASF AP Program,Campaign Execution,False
R0043_55031288,R0043_55035478,1.0,Wealth Remediation,Wealth Remediation,Quality Assurance Case Assessment,Adviser Scoping and Book Closure,False
R0043_55029506,R0043_55035478,1.0,Wealth Remediation,Wealth Remediation,"Planning, Governance and Capability",Adviser Scoping and Book Closure,False
R0043_55035478,R0043_55029506,1.0,Wealth Remediation,Wealth Remediation,Adviser Scoping and Book Closure,"Planning, Governance and Capability",False
R0043_55032860,R0043_55035478,1.0,Wealth Remediation,Wealth Remediation,Operational Excellence,Adviser Scoping and Book Closure,False
R0043_55035478,R0043_55032860,1.0,Wealth Remediation,Wealth Remediation,Adviser Scoping and Book Closure,Operational Excellence,False
R0043_55034880,R0043_55035478,1.0,Wealth Remediation,Wealth Remediation,Methodology & QA,Adviser Scoping and Book Closure,False
R0043_55035478,R0043_55034880,1.0,Wealth Remediation,Wealth Remediation,Adviser Scoping and Book Closure,Methodology & QA,False
R0043_55036250,R0043_55035478,1.0,Wealth Remediation,Wealth Remediation,Logistics Support,Adviser Scoping and Book Closure,False
R0043_55035478,R0043_55036250,1.0,Wealth Remediation,Wealth Remediation,Adviser Scoping and Book Closure,Logistics Support,False
R0043_55009127,R0043_55035478,1.0,Wealth Remediation,Wealth Remediation,JBWere Remediation,Adviser Scoping and Book Closure,False
R0043_55035478,R0043_55009127,1.0,Wealth Remediation,Wealth Remediation,Adviser Scoping and Book Closure,JBWere Remediation,False
R0043_55032863,R0043_55035478,1.0,Wealth Remediation,Wealth Remediation,JBW Remediation File Collection & Liaiso,Adviser Scoping and Book Closure,False
R0043_55035478,R0043_55032863,1.0,Wealth Remediation,Wealth Remediation,Adviser Scoping and Book Closure,JBW Remediation File Collection & Liaiso,False
R0043_55039686,R0043_55035478,1.0,Wealth Remediation,Wealth Remediation,JBW Remediation Engagement,Adviser Scoping and Book Closure,False
R0043_55035478,R0043_55039686,1.0,Wealth Remediation,Wealth Remediation,Adviser Scoping and Book Closure,JBW Remediation Engagement,False
R0043_55032908,R0043_55035478,1.0,Wealth Remediation,Wealth Remediation,JBW Remediation CRI,Adviser Scoping and Book Closure,False
R0043_55035478,R0043_55032908,1.0,Wealth Remediation,Wealth Remediation,Adviser Scoping and Book Closure,JBW Remediation CRI,False
R0043_55034879,R0043_55035478,1.0,Wealth Remediation,Wealth Remediation,JBW Remediation Case Construction 2,Adviser Scoping and Book Closure,False
R0043_55035478,R0043_55034879,1.0,Wealth Remediation,Wealth Remediation,Adviser Scoping and Book Closure,JBW Remediation Case Construction 2,False
R0043_55027552,R0043_55035478,1.0,Wealth Remediation,Wealth Remediation,JBW Remediation Case Construction,Adviser Scoping and Book Closure,False
R0043_55035478,R0043_55027552,1.0,Wealth Remediation,Wealth Remediation,Adviser Scoping and Book Closure,JBW Remediation Case Construction,False
R0043_55037979,R0043_55035478,1.0,Wealth Remediation,Wealth Remediation,JBW Remediation Calculations,Adviser Scoping and Book Closure,False
R0043_55035478,R0043_55037979,1.0,Wealth Remediation,Wealth Remediation,Adviser Scoping and Book Closure,JBW Remediation Calculations,False
R0043_55037980,R0043_55035478,1.0,Wealth Remediation,Wealth Remediation,JBW Remediation Assurance,Adviser Scoping and Book Closure,False
R0043_55035478,R0043_55037980,1.0,Wealth Remediation,Wealth Remediation,Adviser Scoping and Book Closure,JBW Remediation Assurance,False
R0043_55032759,R0043_55035478,1.0,Wealth Remediation,Wealth Remediation,JBW Remediation ASF,Adviser Scoping and Book Closure,False
R0043_55035478,R0043_55031288,1.0,Wealth Remediation,Wealth Remediation,Adviser Scoping and Book Closure,Quality Assurance Case Assessment,False
R0043_55035478,R0043_55036124,1.0,Wealth Remediation,Wealth Remediation,Adviser Scoping and Book Closure,Remediation Logistics and Planning,False
R0043_55034675,R0043_55032756,1.0,Wealth Remediation,Wealth Remediation,Business Enablement,ASF AP Program,False
R0043_55036124,R0043_55035478,1.0,Wealth Remediation,Wealth Remediation,Remediation Logistics and Planning,Adviser Scoping and Book Closure,False
R0043_55032756,R0043_55034675,1.0,Wealth Remediation,Wealth Remediation,ASF AP Program,Business Enablement,False
R0043_55036252,R0043_55032756,1.0,Wealth Remediation,Wealth Remediation,BA Pool,ASF AP Program,False
R0043_55032756,R0043_55036252,1.0,Wealth Remediation,Wealth Remediation,ASF AP Program,BA Pool,False
R0043_55029067,R0043_55032756,1.0,Wealth Remediation,Wealth Remediation,Assessment - Em,ASF AP Program,False
R0043_55032756,R0043_55029067,1.0,Wealth Remediation,Wealth Remediation,ASF AP Program,Assessment - Em,False
R0043_55039678,R0043_55032756,1.0,Wealth Remediation,Wealth Remediation,ASF Assessment Team 2,ASF AP Program,False
R0043_55032756,R0043_55039678,1.0,Wealth Remediation,Wealth Remediation,ASF AP Program,ASF Assessment Team 2,False
R0043_55039677,R0043_55032756,1.0,Wealth Remediation,Wealth Remediation,ASF Assessment Team 1,ASF AP Program,False
R0043_55032756,R0043_55039677,1.0,Wealth Remediation,Wealth Remediation,ASF AP Program,ASF Assessment Team 1,False
R0043_55031005,R0043_55035478,1.0,Wealth Remediation,Wealth Remediation,Wealth Remediation Support Centre,Adviser Scoping and Book Closure,False
R0043_55035478,R0043_55031005,1.0,Wealth Remediation,Wealth Remediation,Adviser Scoping and Book Closure,Wealth Remediation Support Centre,False
R0043_55034335,R0043_55035478,1.0,Wealth Remediation,Wealth Remediation,Triage & Investigations,Adviser Scoping and Book Closure,False
R0043_55035478,R0043_55034335,1.0,Wealth Remediation,Wealth Remediation,Adviser Scoping and Book Closure,Triage & Investigations,False
R0043_55017366,R0043_55035478,1.0,Wealth Remediation,Wealth Remediation,Third Party Engagement,Adviser Scoping and Book Closure,False
R0043_55035478,R0043_55017366,1.0,Wealth Remediation,Wealth Remediation,Adviser Scoping and Book Closure,Third Party Engagement,False
R0043_55031077,R0043_55035478,1.0,Wealth Remediation,Wealth Remediation,RSC Squad - 3,Adviser Scoping and Book Closure,False
R0043_55035478,R0043_55031077,1.0,Wealth Remediation,Wealth Remediation,Adviser Scoping and Book Closure,RSC Squad - 3,False
R0043_55031080,R0043_55035478,1.0,Wealth Remediation,Wealth Remediation,RSC Squad - 2,Adviser Scoping and Book Closure,False
R0043_55035478,R0043_55031080,1.0,Wealth Remediation,Wealth Remediation,Adviser Scoping and Book Closure,RSC Squad - 2,False
R0043_55039829,R0043_55035478,1.0,Wealth Remediation,Wealth Remediation,RSC Squad - 1,Adviser Scoping and Book Closure,False
R0043_55035478,R0043_55039829,1.0,Wealth Remediation,Wealth Remediation,Adviser Scoping and Book Closure,RSC Squad - 1,False
R0043_55034325,R0043_55035478,1.0,Wealth Remediation,Wealth Remediation,Remediation Support Centre,Adviser Scoping and Book Closure,False
R0043_55035478,R0043_55034325,1.0,Wealth Remediation,Wealth Remediation,Adviser Scoping and Book Closure,Remediation Support Centre,False
R0043_55039830,R0043_55035478,1.0,Wealth Remediation,Wealth Remediation,Remediation Resolve,Adviser Scoping and Book Closure,False
R0043_55035478,R0043_55039830,1.0,Wealth Remediation,Wealth Remediation,Adviser Scoping and Book Closure,Remediation Resolve,False
R0043_55032756,R0043_55036124,1.0,Wealth Remediation,Wealth Remediation,ASF AP Program,Remediation Logistics and Planning,False
R0043_55036124,R0043_55032756,1.0,Wealth Remediation,Wealth Remediation,Remediation Logistics and Planning,ASF AP Program,False
R0043_55032756,R0043_55039830,1.0,Wealth Remediation,Wealth Remediation,ASF AP Program,Remediation Resolve,False
R0043_55039677,R0043_55034325,1.0,Wealth Remediation,Wealth Remediation,ASF Assessment Team 1,Remediation Support Centre,False
R0043_55039677,R0043_55039830,1.0,Wealth Remediation,Wealth Remediation,ASF Assessment Team 1,Remediation Resolve,False
R0043_55036124,R0043_55039677,1.0,Wealth Remediation,Wealth Remediation,Remediation Logistics and Planning,ASF Assessment Team 1,False
R0043_55039677,R0043_55036124,1.0,Wealth Remediation,Wealth Remediation,ASF Assessment Team 1,Remediation Logistics and Planning,False
R0043_55031288,R0043_55039677,1.0,Wealth Remediation,Wealth Remediation,Quality Assurance Case Assessment,ASF Assessment Team 1,False
R0043_55039677,R0043_55031288,1.0,Wealth Remediation,Wealth Remediation,ASF Assessment Team 1,Quality Assurance Case Assessment,False
R0043_55029506,R0043_55039677,1.0,Wealth Remediation,Wealth Remediation,"Planning, Governance and Capability",ASF Assessment Team 1,False
R0043_55039677,R0043_55029506,1.0,Wealth Remediation,Wealth Remediation,ASF Assessment Team 1,"Planning, Governance and Capability",False
R0043_55032860,R0043_55039677,1.0,Wealth Remediation,Wealth Remediation,Operational Excellence,ASF Assessment Team 1,False
R0043_55039677,R0043_55032860,1.0,Wealth Remediation,Wealth Remediation,ASF Assessment Team 1,Operational Excellence,False
R0043_55034880,R0043_55039677,1.0,Wealth Remediation,Wealth Remediation,Methodology & QA,ASF Assessment Team 1,False
R0043_55039677,R0043_55034880,1.0,Wealth Remediation,Wealth Remediation,ASF Assessment Team 1,Methodology & QA,False
R0043_55036250,R0043_55039677,1.0,Wealth Remediation,Wealth Remediation,Logistics Support,ASF Assessment Team 1,False
R0043_55039677,R0043_55036250,1.0,Wealth Remediation,Wealth Remediation,ASF Assessment Team 1,Logistics Support,False
R0043_55009127,R0043_55039677,1.0,Wealth Remediation,Wealth Remediation,JBWere Remediation,ASF Assessment Team 1,False
R0043_55039677,R0043_55009127,1.0,Wealth Remediation,Wealth Remediation,ASF Assessment Team 1,JBWere Remediation,False
R0043_55032863,R0043_55039677,1.0,Wealth Remediation,Wealth Remediation,JBW Remediation File Collection & Liaiso,ASF Assessment Team 1,False
R0043_55039677,R0043_55032863,1.0,Wealth Remediation,Wealth Remediation,ASF Assessment Team 1,JBW Remediation File Collection & Liaiso,False
R0043_55039686,R0043_55039677,1.0,Wealth Remediation,Wealth Remediation,JBW Remediation Engagement,ASF Assessment Team 1,False
R0043_55039677,R0043_55039686,1.0,Wealth Remediation,Wealth Remediation,ASF Assessment Team 1,JBW Remediation Engagement,False
R0043_55032908,R0043_55039677,1.0,Wealth Remediation,Wealth Remediation,JBW Remediation CRI,ASF Assessment Team 1,False
R0043_55039677,R0043_55032908,1.0,Wealth Remediation,Wealth Remediation,ASF Assessment Team 1,JBW Remediation CRI,False
R0043_55034879,R0043_55039677,1.0,Wealth Remediation,Wealth Remediation,JBW Remediation Case Construction 2,ASF Assessment Team 1,False
R0043_55039677,R0043_55034879,1.0,Wealth Remediation,Wealth Remediation,ASF Assessment Team 1,JBW Remediation Case Construction 2,False
R0043_55027552,R0043_55039677,1.0,Wealth Remediation,Wealth Remediation,JBW Remediation Case Construction,ASF Assessment Team 1,False
R0043_55039677,R0043_55027552,1.0,Wealth Remediation,Wealth Remediation,ASF Assessment Team 1,JBW Remediation Case Construction,False
R0043_55039830,R0043_55039677,1.0,Wealth Remediation,Wealth Remediation,Remediation Resolve,ASF Assessment Team 1,False
R0043_55034325,R0043_55039677,1.0,Wealth Remediation,Wealth Remediation,Remediation Support Centre,ASF Assessment Team 1,False
R0043_55039677,R0043_55037979,1.0,Wealth Remediation,Wealth Remediation,ASF Assessment Team 1,JBW Remediation Calculations,False
R0043_55039677,R0043_55039829,1.0,Wealth Remediation,Wealth Remediation,ASF Assessment Team 1,RSC Squad - 1,False
R0043_55032758,R0043_55039678,1.0,Wealth Remediation,Wealth Remediation,Complex Executions,ASF Assessment Team 2,False
R0043_55039678,R0043_55032758,1.0,Wealth Remediation,Wealth Remediation,ASF Assessment Team 2,Complex Executions,False
R0043_55035181,R0043_55039678,1.0,Wealth Remediation,Wealth Remediation,Competency,ASF Assessment Team 2,False
R0043_55039678,R0043_55035181,1.0,Wealth Remediation,Wealth Remediation,ASF Assessment Team 2,Competency,False
R0043_55036209,R0043_55039678,1.0,Wealth Remediation,Wealth Remediation,Client Restoration,ASF Assessment Team 2,False
R0043_55039678,R0043_55036209,1.0,Wealth Remediation,Wealth Remediation,ASF Assessment Team 2,Client Restoration,False
R0043_55031083,R0043_55039678,1.0,Wealth Remediation,Wealth Remediation,Campaign Execution,ASF Assessment Team 2,False
R0043_55039678,R0043_55031083,1.0,Wealth Remediation,Wealth Remediation,ASF Assessment Team 2,Campaign Execution,False
R0043_55034675,R0043_55039678,1.0,Wealth Remediation,Wealth Remediation,Business Enablement,ASF Assessment Team 2,False
R0043_55039678,R0043_55034675,1.0,Wealth Remediation,Wealth Remediation,ASF Assessment Team 2,Business Enablement,False
R0043_55036252,R0043_55039678,1.0,Wealth Remediation,Wealth Remediation,BA Pool,ASF Assessment Team 2,False
R0043_55039678,R0043_55036252,1.0,Wealth Remediation,Wealth Remediation,ASF Assessment Team 2,BA Pool,False
R0043_55029067,R0043_55039678,1.0,Wealth Remediation,Wealth Remediation,Assessment - Em,ASF Assessment Team 2,False
R0043_55039678,R0043_55029067,1.0,Wealth Remediation,Wealth Remediation,ASF Assessment Team 2,Assessment - Em,False
R0043_55031005,R0043_55039677,1.0,Wealth Remediation,Wealth Remediation,Wealth Remediation Support Centre,ASF Assessment Team 1,False
R0043_55039677,R0043_55031005,1.0,Wealth Remediation,Wealth Remediation,ASF Assessment Team 1,Wealth Remediation Support Centre,False
R0043_55034335,R0043_55039677,1.0,Wealth Remediation,Wealth Remediation,Triage & Investigations,ASF Assessment Team 1,False
R0043_55039677,R0043_55034335,1.0,Wealth Remediation,Wealth Remediation,ASF Assessment Team 1,Triage & Investigations,False
R0043_55017366,R0043_55039677,1.0,Wealth Remediation,Wealth Remediation,Third Party Engagement,ASF Assessment Team 1,False
R0043_55039677,R0043_55017366,1.0,Wealth Remediation,Wealth Remediation,ASF Assessment Team 1,Third Party Engagement,False
R0043_55031077,R0043_55039677,1.0,Wealth Remediation,Wealth Remediation,RSC Squad - 3,ASF Assessment Team 1,False
R0043_55039677,R0043_55031077,1.0,Wealth Remediation,Wealth Remediation,ASF Assessment Team 1,RSC Squad - 3,False
R0043_55031080,R0043_55039677,1.0,Wealth Remediation,Wealth Remediation,RSC Squad - 2,ASF Assessment Team 1,False
R0043_55039677,R0043_55031080,1.0,Wealth Remediation,Wealth Remediation,ASF Assessment Team 1,RSC Squad - 2,False
R0043_55039829,R0043_55039677,1.0,Wealth Remediation,Wealth Remediation,RSC Squad - 1,ASF Assessment Team 1,False
R0043_55037979,R0043_55039677,1.0,Wealth Remediation,Wealth Remediation,JBW Remediation Calculations,ASF Assessment Team 1,False
R0043_55037980,R0043_55039677,1.0,Wealth Remediation,Wealth Remediation,JBW Remediation Assurance,ASF Assessment Team 1,False
R0043_55039830,R0043_55032756,1.0,Wealth Remediation,Wealth Remediation,Remediation Resolve,ASF AP Program,False
R0043_55039677,R0043_55035181,1.0,Wealth Remediation,Wealth Remediation,ASF Assessment Team 1,Competency,False
R0043_55039677,R0043_55036209,1.0,Wealth Remediation,Wealth Remediation,ASF Assessment Team 1,Client Restoration,False
R0043_55031083,R0043_55039677,1.0,Wealth Remediation,Wealth Remediation,Campaign Execution,ASF Assessment Team 1,False
R0043_55039677,R0043_55031083,1.0,Wealth Remediation,Wealth Remediation,ASF Assessment Team 1,Campaign Execution,False
R0043_55034675,R0043_55039677,1.0,Wealth Remediation,Wealth Remediation,Business Enablement,ASF Assessment Team 1,False
R0043_55039677,R0043_55034675,1.0,Wealth Remediation,Wealth Remediation,ASF Assessment Team 1,Business Enablement,False
R0043_55036252,R0043_55039677,1.0,Wealth Remediation,Wealth Remediation,BA Pool,ASF Assessment Team 1,False
R0043_55039677,R0043_55036252,1.0,Wealth Remediation,Wealth Remediation,ASF Assessment Team 1,BA Pool,False
R0043_55029067,R0043_55039677,1.0,Wealth Remediation,Wealth Remediation,Assessment - Em,ASF Assessment Team 1,False
R0043_55039677,R0043_55029067,1.0,Wealth Remediation,Wealth Remediation,ASF Assessment Team 1,Assessment - Em,False
R0043_55039678,R0043_55039677,1.0,Wealth Remediation,Wealth Remediation,ASF Assessment Team 2,ASF Assessment Team 1,False
R0043_55039677,R0043_55039678,1.0,Wealth Remediation,Wealth Remediation,ASF Assessment Team 1,ASF Assessment Team 2,False
R0043_55031005,R0043_55032756,1.0,Wealth Remediation,Wealth Remediation,Wealth Remediation Support Centre,ASF AP Program,False
R0043_55032756,R0043_55031005,1.0,Wealth Remediation,Wealth Remediation,ASF AP Program,Wealth Remediation Support Centre,False
R0043_55034335,R0043_55032756,1.0,Wealth Remediation,Wealth Remediation,Triage & Investigations,ASF AP Program,False
R0043_55032756,R0043_55034335,1.0,Wealth Remediation,Wealth Remediation,ASF AP Program,Triage & Investigations,False
R0043_55017366,R0043_55032756,1.0,Wealth Remediation,Wealth Remediation,Third Party Engagement,ASF AP Program,False
R0043_55032756,R0043_55017366,1.0,Wealth Remediation,Wealth Remediation,ASF AP Program,Third Party Engagement,False
R0043_55031077,R0043_55032756,1.0,Wealth Remediation,Wealth Remediation,RSC Squad - 3,ASF AP Program,False
R0043_55032756,R0043_55031077,1.0,Wealth Remediation,Wealth Remediation,ASF AP Program,RSC Squad - 3,False
R0043_55031080,R0043_55032756,1.0,Wealth Remediation,Wealth Remediation,RSC Squad - 2,ASF AP Program,False
R0043_55032756,R0043_55031080,1.0,Wealth Remediation,Wealth Remediation,ASF AP Program,RSC Squad - 2,False
R0043_55039829,R0043_55032756,1.0,Wealth Remediation,Wealth Remediation,RSC Squad - 1,ASF AP Program,False
R0043_55032756,R0043_55039829,1.0,Wealth Remediation,Wealth Remediation,ASF AP Program,RSC Squad - 1,False
R0043_55034325,R0043_55032756,1.0,Wealth Remediation,Wealth Remediation,Remediation Support Centre,ASF AP Program,False
R0043_55032756,R0043_55034325,1.0,Wealth Remediation,Wealth Remediation,ASF AP Program,Remediation Support Centre,False
R0043_55036209,R0043_55039677,1.0,Wealth Remediation,Wealth Remediation,Client Restoration,ASF Assessment Team 1,False
R0043_55035181,R0043_55039677,1.0,Wealth Remediation,Wealth Remediation,Competency,ASF Assessment Team 1,False
R0043_55039677,R0043_55037980,1.0,Wealth Remediation,Wealth Remediation,ASF Assessment Team 1,JBW Remediation Assurance,False
R0043_55039677,R0043_55032758,1.0,Wealth Remediation,Wealth Remediation,ASF Assessment Team 1,Complex Executions,False
R0043_55032759,R0043_55039677,1.0,Wealth Remediation,Wealth Remediation,JBW Remediation ASF,ASF Assessment Team 1,False
R0043_55039677,R0043_55032759,1.0,Wealth Remediation,Wealth Remediation,ASF Assessment Team 1,JBW Remediation ASF,False
R0043_55032862,R0043_55039677,1.0,Wealth Remediation,Wealth Remediation,JBW CRI Remediation Methodology,ASF Assessment Team 1,False
R0043_55039677,R0043_55032862,1.0,Wealth Remediation,Wealth Remediation,ASF Assessment Team 1,JBW CRI Remediation Methodology,False
R0043_55039679,R0043_55039677,1.0,Wealth Remediation,Wealth Remediation,JBW CRI Assessment,ASF Assessment Team 1,False
R0043_55039677,R0043_55039679,1.0,Wealth Remediation,Wealth Remediation,ASF Assessment Team 1,JBW CRI Assessment,False
R0043_55034882,R0043_55039677,1.0,Wealth Remediation,Wealth Remediation,JBW ASF Assessment,ASF Assessment Team 1,False
R0043_55039677,R0043_55034882,1.0,Wealth Remediation,Wealth Remediation,ASF Assessment Team 1,JBW ASF Assessment,False
R0043_55029012,R0043_55039677,1.0,Wealth Remediation,Wealth Remediation,CRI Remediation Data,ASF Assessment Team 1,False
R0043_55039677,R0043_55029012,1.0,Wealth Remediation,Wealth Remediation,ASF Assessment Team 1,CRI Remediation Data,False
R0043_55041926,R0043_55039677,1.0,Wealth Remediation,Wealth Remediation,CRI Remediation,ASF Assessment Team 1,False
R0043_55039677,R0043_55041926,1.0,Wealth Remediation,Wealth Remediation,ASF Assessment Team 1,CRI Remediation,False
R0043_55021537,R0043_55039677,1.0,Wealth Remediation,Wealth Remediation,CRI Calcs Team - Kate,ASF Assessment Team 1,False
R0043_55039677,R0043_55021537,1.0,Wealth Remediation,Wealth Remediation,ASF Assessment Team 1,CRI Calcs Team - Kate,False
R0043_55032632,R0043_55039677,1.0,Wealth Remediation,Wealth Remediation,CRI Calcs Team - Jane,ASF Assessment Team 1,False
R0043_55039677,R0043_55032632,1.0,Wealth Remediation,Wealth Remediation,ASF Assessment Team 1,CRI Calcs Team - Jane,False
R0043_55039684,R0043_55039677,1.0,Wealth Remediation,Wealth Remediation,CRI Assessment Team 4,ASF Assessment Team 1,False
R0043_55039677,R0043_55039684,1.0,Wealth Remediation,Wealth Remediation,ASF Assessment Team 1,CRI Assessment Team 4,False
R0043_55039683,R0043_55039677,1.0,Wealth Remediation,Wealth Remediation,CRI Assessment Team 3,ASF Assessment Team 1,False
R0043_55039677,R0043_55039683,1.0,Wealth Remediation,Wealth Remediation,ASF Assessment Team 1,CRI Assessment Team 3,False
