Skill_ID,Skill_Name,SkillType,Category,Subcategory
ES632E56DCF4C4CB49E7,Customer Service Certification,Certification,NULL,NULL
KS440HC69SXL74ML9T2Y,Customer Service Desk,Specialized Skill,Customer and Client Support,Customer Service
KS122LZ77D11ZM54LL1J,Customer Service Training,Specialized Skill,Customer and Client Support,Customer Service
KS120SR6WD1FP76Z6GC2,Customer Support,Specialized Skill,Customer and Client Support,Customer Service
KS120GV6C72JMSZKMTD7,Data Analysis,Specialized Skill,Analysis,Data Analysis
ESD4CBD300D1794F3DD8,Data Gathering Analysis,Specialized Skill,Analysis,Data Analysis
ES476D9219E938F5CB96,Data Literacy,Specialized Skill,Analysis,Data Science
KS122PG64BT2BT6X15HF,Data Management,Specialized Skill,Information Technology,Data Management
ESF14A354DDD69B5FBD4,Data-Driven Decision Making,Specialized Skill,Business,Business Analysis
KS122SD6RW155J0DSWKD,Debt Ratios,Specialized Skill,Finance,General Lending
KS122SD6ZVPNR6784KNN,Debt Restructuring,Specialized Skill,Finance,Commercial Lending
KS122HX6VJG0Y8Z80TVK,Debt Settlements,Specialized Skill,Finance,General Lending
KS122SD6JMKLG1YX74L9,Debt-To-Equity Ratios,Specialized Skill,NULL,NULL
KSCQ0SWSSG568HKQ1YNL,Delegation Skills,Common Skill,Business,People Management
KSQPGV2XZO8UMNCC49LK,Detail Oriented,Common Skill,Physical and Inherent Abilities,Personal Attributes
ES35E1868227746D6964,Digital Content Management,Specialized Skill,Media and Communications,Content Development and Management
ES6F18D23E298C93C6B9,Digital Content Optimization,Specialized Skill,Media and Communications,Content Development and Management
KS122Y76S4V5THTH0XW5,Digital Controls,Specialized Skill,Engineering,Automation Engineering
ES3CB3E9AB1C8764C2E9,Digital Transformation Management,Specialized Skill,NULL,NULL
KS7G6XB661ZQZM7SXS11,Diversity Management,Specialized Skill,Human Resources,Human Resources Management and Planning
KS1239X6C7VDW4GCKCLK,Econometric Modeling,Specialized Skill,"Economics, Policy, and Social Studies",Economics
KS1239X61NPB4N0QQ678,Econometrics,Specialized Skill,"Economics, Policy, and Social Studies",Economics
KS1239Y6FNL0GN8819NP,Economic Analysis,Specialized Skill,"Economics, Policy, and Social Studies",Economics
ES411B83E96EB4FCD851,Economic Modeling,Specialized Skill,"Economics, Policy, and Social Studies",Economics
KS123B4626ZLDK1RGM0L,Economic Planning,Specialized Skill,"Economics, Policy, and Social Studies",Economics
BGSC78CDBF5ACB529723,Economic Production,Specialized Skill,Manufacturing and Production,Manufacturing Design
KS123B66PX5C7HFKQZD7,Economic Profit Estimation,Specialized Skill,Finance,Financial Analysis
ESF51AF2C6480BE66AB0,Economic Research,Specialized Skill,"Economics, Policy, and Social Studies",Economics
ESB38820A543FA4E3969,Effective Communication,Specialized Skill,Media and Communications,Communication
KS123HL75PX38KTJXYKJ,Emotional Intelligence,Common Skill,Physical and Inherent Abilities,Initiative and Leadership
BGSD16A8EEF4F5775E15,Employee Coaching,Specialized Skill,Human Resources,Employee Training
BGSDB896C54282D080F0,Employee Conflict Resolution,Specialized Skill,Human Resources,Employee Relations
BGS7F738A0B7EB1F3021,Employee Consultation,Specialized Skill,Human Resources,Employee Relations
KS123HV5WHQXDMXZ667K,Employee Engagement,Specialized Skill,Human Resources,Employee Relations
KS123J15YJ6PLJDX8L8M,Employee Satisfaction,Specialized Skill,Human Resources,Employee Relations
ES84498FF691EC3C49EA,Executive Assistant Certification,Certification,NULL,NULL
ESA682891AA67BF20A41,Executive Secretary Certification,Certification,NULL,NULL
KS123Y46K09SW35ZRDVN,Finance Software,Specialized Skill,Finance,Accounting and Finance Software
ES31EB08E14C5E93F4E8,Financial Acumen,Common Skill,Physical and Inherent Abilities,Personal Attributes
KS123Y86V2WGML5T0P44,Financial Engineering,Specialized Skill,Business,Risk Management
KS123YF66G4KR0SSVY8R,Financial Literacy,Common Skill,Finance,Financial Advisement
ES9E070CF7DFD323E9D9,Financial Strategy,Specialized Skill,Business,Business Strategy
ESD813FCB9E1BC689AD0,Functional Safety Assessment,Specialized Skill,"Law, Regulation, and Compliance",Occupational Health and Safety
ESEF6CBFE27C71B28816,Goal Setting,Common Skill,Marketing and Public Relations,Marketing Strategy and Techniques
ES42E5D7967FCC7EDD0D,Growth Planning,Specialized Skill,Business,Business Strategy
ESDB01C44052BCE02798,HDI Customer Service Representative (HDI-CSR),Certification,NULL,NULL
KS124TM6DZQ2JCVJSX7F,Health And Safety Officer Certification,Certification,NULL,NULL
BGS5519CEC3E01E35AF9,Health And Safety Standards,Specialized Skill,"Law, Regulation, and Compliance",Occupational Health and Safety
ES3721619D6CD61E7756,Health And Wellness Management,Specialized Skill,Health Care,Patient Education and Support
ES8B8C52EA70D3BD184E,HR Operations,Specialized Skill,Human Resources,Human Resources Management and Planning
KS124VG5ZPWV1NP97J6H,Human Communication,Specialized Skill,Health Care,Speech Language Pathology
KS124TG6C6GQ3RGYBJ3G,Human Resource Management,Specialized Skill,Human Resources,Human Resources Management and Planning
ES40D94A0B46F04754FC,Human Resource Planning,Specialized Skill,Human Resources,Human Resources Management and Planning
KS124VL6RVRF0BZ2B1Y1,Human Resource Policies,Specialized Skill,Human Resources,Human Resources Management and Planning
KS124VL76F1D07MLLMVL,Human Resources Concepts,Specialized Skill,Human Resources,Human Resources Management and Planning
KS123CQ6YWBJJH0NDXJK,Human Resources Information System (HRIS),Specialized Skill,Human Resources,Human Resources Software
KS125396X5DJ1MXHT6YC,Incident Reporting,Common Skill,"Law, Regulation, and Compliance",Regulation and Legal Compliance
ES20CECA4FF83ECE8196,Influencing Skills,Common Skill,Physical and Inherent Abilities,Initiative and Leadership
ESE1B02D97CE832EFD1F,Interactive Storytelling,Specialized Skill,Design,Creative Design
KS1258473YH2PSFC8S7H,Intercultural Communication,Common Skill,Media and Communications,Communication
ES6727F8FE10FA548AE7,Internal Communication Strategy,Specialized Skill,Media and Communications,Communication
KS1258C6J7BK2F84V8FC,Internal Communications,Specialized Skill,Business,Business Communications
ES813645D5555C9C0A33,Internal Influencing and Advising,Specialized Skill,Business,Business Operations
BGSC08A466157281C2AE,Investment Analysis,Specialized Skill,Finance,Investment Management
ESAD4C46ECC9F12851B0,Learning Agility,Common Skill,Physical and Inherent Abilities,Personal Attributes
KS1264Z76VQV2ZW2MB02,Market Analysis,Specialized Skill,Marketing and Public Relations,Market Analysis
KS126586T93K5D3X0TY0,Market Orientation,Specialized Skill,NULL,NULL
KST71ITFIZYDOGER5ST6,Market Pricing,Specialized Skill,Business,Pricing Analysis
KS1265D6RGJL2Y4J6V5B,Market Research,Specialized Skill,Marketing and Public Relations,Market Analysis
KS1265F6HQJ2KFBS4F95,Market Risk,Specialized Skill,Business,Risk Management
KS122LZ773L5MZ56S322,Market Segmentation,Specialized Skill,Marketing and Public Relations,Marketing Strategy and Techniques
KS126J56WCCHH73VTCV7,Microsoft Office Specialist,Certification,Information Technology,Microsoft Windows
ESE7CF2084EE07193255,Microsoft Teams,Specialized Skill,Administration,Office and Productivity Equipment and Technology
KS1277F6C7QNT6S8QB0N,Occupational Health And Safety Management System (OHSAS),Specialized Skill,"Law, Regulation, and Compliance",Occupational Health and Safety
ES42391121D6FF9F1DCE,Office Administration,Specialized Skill,Administration,Office Management
KS127726HRBBP0F2LTDG,Office Management,Specialized Skill,Administration,Office Management
BGS2E1275F3C96CC1BA8,Office Supply Management,Specialized Skill,Administration,Office Management
ES39E5C01E1593CE9E72,Operational Efficiency,Specialized Skill,Business,Process Improvement and Optimization
ES4E300E466ED52C0C8A,Operational Performance Management,Specialized Skill,Business,Business Management
ES8FEB67C78B64B18B22,Operational Risk Mitigation,Specialized Skill,Business,Risk Management
KS127D261ZX3DW5GBMLY,Operational View,Specialized Skill,Business,Business Operations
KS127D275NM6WYHG091C,Operationalization,Specialized Skill,Business,Business Operations
ESBB3098541859BBAD7A,Operations Analytics,Specialized Skill,Analysis,Business Intelligence
KS127CS79GV081FMJYKZ,Operations Management,Specialized Skill,Business,Business Operations
ES6D509E2EEF4C312414,Organizational Change Management,Specialized Skill,Business,Business Strategy
KS127FQ6L0G5SBYPYZ26,Organizational Development,Specialized Skill,Business,Business Strategy
ESB812BB8B0FCA695F64,Organizational Leadership,Specialized Skill,Business,Business Leadership
ES8B03DAD3B526316ED9,Organizational Skills,Common Skill,Physical and Inherent Abilities,Personal Attributes
ESBFE8BD405046C280C4,People Analytics,Specialized Skill,Business,People Management
KS127ML679N3X779PMBH,People Capability Maturity Model,Specialized Skill,NULL,NULL
ES71C18378814E6740D6,People Management,Common Skill,Business,People Management
KSL1KN8N0QBOUW5WSHIR,People Services,Specialized Skill,Business,People Management
KS13USA80NE38XJHA2TL,Power BI,Specialized Skill,Analysis,Business Intelligence Software
ESB6392788DB7D7DE92B,Pricing Analytics,Specialized Skill,Business,Pricing Analysis
KS7G747655VG23WXMS9B,Prioritization,Common Skill,Business,Project Management
KS1281S6BMZ3DCN1G8M7,Problem Management,Specialized Skill,Information Technology,IT Management
KS125F678LV2KB3Z5XW0,Problem Solving,Common Skill,Physical and Inherent Abilities,Critical Thinking and Problem Solving
KS1281V75M07F0WYZVZZ,Process Analysis,Specialized Skill,Business,Process Improvement and Optimization
KS681KH79MJLQDPB9T88,Process Improvement,Specialized Skill,Business,Process Improvement and Optimization
BGSBC6553CCF3F292F02,Product Knowledge,Specialized Skill,Sales,"Company, Product, and Service Knowledge"
ESA57D1ACED4A47FE3C5,Project Communications,Specialized Skill,Business,Project Management
KS1267F6MSPN366LX7ST,Project Management,Specialized Skill,Business,Project Management
ES3559862F4AC771D8D3,Qualitative Data Analysis,Specialized Skill,Analysis,Data Analysis
KS128996BVSZ4FJ8VTWY,Qualitative Marketing Research,Specialized Skill,Marketing and Public Relations,Market Analysis
ESAF834A5A6F8575AB20,Quality Monitoring,Specialized Skill,"Law, Regulation, and Compliance",Quality Assurance and Control
ES4490C922F8F5F308E0,Quantitative Data Analysis,Specialized Skill,Analysis,Data Analysis
KS1289J6GL6C3ZS1437F,Quantitative Research,Specialized Skill,Science and Research,General Science and Research
KS1226L6XYT1N27WRYJM,Regulatory Compliance,Specialized Skill,"Law, Regulation, and Compliance",Regulation and Legal Compliance
KS128HF6HV6ZFR1RR2GC,Regulatory Requirements,Specialized Skill,"Law, Regulation, and Compliance",Regulation and Legal Compliance
KS4400X6ZTF2HFNS3WP1,Requirements Management,Specialized Skill,Business,Project Management
KS126FN71XVM1PW06M54,Research Methodologies,Specialized Skill,Science and Research,General Science and Research
ES47490A37A5BAFC9848,Research Papers,Specialized Skill,Media and Communications,Writing and Editing
KS4403H60RHC7598V94K,Risk Appetite,Specialized Skill,Business,Risk Management
ES5B06E38C5696D77E2C,Risk Awareness,Specialized Skill,Business,Risk Management
BGSC90AB31B25C802699,Risk Exposure Management,Specialized Skill,Business,Risk Management
KS4403L6TBV131KKFLFW,Risk Financing,Specialized Skill,Business,Risk Management
KS4403M6G36JQNJ4BT9Z,Risk Governance,Specialized Skill,Business,Risk Management
KS125ZB6BWF5RY40BH1B,Risk Management,Specialized Skill,Business,Risk Management
KS4403M719YNXLXBSCH9,Risk Management Framework,Specialized Skill,Business,Risk Management
KS4403N73QRL1Q990QFC,Risk Management Information Systems,Specialized Skill,Business,Risk Management
ESDF44DC766ED1E22E32,Risk Mitigation,Specialized Skill,Business,Risk Management
BGSCD45D9486736225BE,Risk Modeling,Specialized Skill,Analysis,Mathematics and Mathematical Modeling
KS4403P68Z3K0R3WZW84,Risk Prevention,Specialized Skill,Business,Risk Management
ES38B304CCC8085E3CBA,Risk Prioritization,Specialized Skill,Business,Risk Management
KS4403M6XZZVXT7WQBGF,Risk Register,Specialized Skill,Business,Risk Management
KS7G2RS68WTQ4B3H2KMQ,Root Cause Analysis,Specialized Skill,Business,Business Analysis
KS4407565LF7NGXMDBVF,Safety Culture,Specialized Skill,"Law, Regulation, and Compliance",Occupational Health and Safety
KS44086772RVPJQ1SVW6,SAP Applications,Specialized Skill,Business,Business Solutions
KS440HM5WWGCML4WSC4Z,Service Recovery,Specialized Skill,Customer and Client Support,Customer Service
KS440HM6XR7MS794Q5J0,Service Request Management,Specialized Skill,Information Technology,Technical Support and Services
KS440PR622FNZ57L7W18,Social Collaboration,Common Skill,Media and Communications,Communication
KS440PR6KJR914SR22ZC,Social Communications,Specialized Skill,Media and Communications,Communication
ES8CF1DC51EE296520FF,Social Listening,Specialized Skill,Marketing and Public Relations,Social Media
KS440XG5WRR29YLPC602,Stakeholder Analysis,Specialized Skill,Marketing and Public Relations,Public Relations
ES4E55E2CC427CF883C3,Stakeholder Communications,Specialized Skill,Business,Project Management
ESDDF4C4C9154A09CE3D,Stakeholder Coordination,Specialized Skill,Business,Business Communications
KS440XG653B0ZK3926JF,Stakeholder Engagement,Specialized Skill,Business,Business Leadership
KS440XG6F9DTD3VG7JTV,Stakeholder Management,Specialized Skill,Business,Project Management
ES21E5D7885B46FE1773,Stakeholder Requirements,Specialized Skill,Business,Project Management
KS440ZT7088TCC7ZLSMN,Storytelling,Specialized Skill,Media and Communications,Media Production
KS440ZY6GKB1KW3HR5FS,Strategic Alignment,Specialized Skill,Business,Business Strategy
KS440ZZ6HM0NG5586DTZ,Strategic Communication,Specialized Skill,Media and Communications,Communication
KS121996C1P31W0YZVNF,Strategic Management,Specialized Skill,Business,Business Strategy
KS1219261TYVPMGX8KVQ,Strategic Planning,Common Skill,Physical and Inherent Abilities,Critical Thinking and Problem Solving
BGS5232CE75C82EF97D3,Strategic Positioning,Specialized Skill,Business,Business Strategy
KS441056X144NXMC3HVY,Strategic Resources,Specialized Skill,Finance,Financial Analysis
KS441075WGFJJ4GRFG2Q,Strategic Thinking,Common Skill,Physical and Inherent Abilities,Critical Thinking and Problem Solving
ESB51DB11352457B5945,Supply Chain Acumen,Specialized Skill,"Transportation, Supply Chain, and Logistics",Supply Chain Management
KS4415X69VP3BF9HJ9DN,Systems Controls,Specialized Skill,Engineering,Automation Engineering
ES9019BAAEC503B2704B,Systems Design and Management,Specialized Skill,Engineering,Drafting and Engineering Design
KS4415G76TWBGB4J9BHQ,Systems Modeling,Specialized Skill,Information Technology,System Design and Implementation
KS4415S6Q3Q6JPVT2P33,Systems Thinking,Common Skill,Physical and Inherent Abilities,Personal Attributes
ES8C087D7EE8B81DA9C0,Talent Management,Specialized Skill,Human Resources,Human Resources Management and Planning
KS4418371TN1X41T1P3G,Team Building,Common Skill,Business,People Management
KS4418462TTGKL3CWJHT,Team Leadership,Common Skill,Business,People Management
KS4418877WW06JL2XBNJ,Technical Writing,Specialized Skill,Media and Communications,Writing and Editing
KS4418Q6SN91ZR2LTQJ0,Technology Alignment,Specialized Skill,Information Technology,System Design and Implementation
KS4418R70629H5L603FB,Technology Integration,Specialized Skill,Information Technology,System Design and Implementation
KS441K2756CXYXBG990G,Troubleshooting (Problem Solving),Common Skill,Physical and Inherent Abilities,Critical Thinking and Problem Solving
ES465F92F433C4A44E49,Vision Development,Specialized Skill,Business,Business Strategy
ESE6F0148C7A499C5987,Visual Storytelling,Specialized Skill,Design,Creative Design
KS1281C73FXGDNDDGLHC,Wealth Management,Specialized Skill,Finance,Investment Management
KS441ZR6YKNJST7JG4CH,Wealth Tax,Specialized Skill,NULL,NULL
