JobID,RoleSet,Org Unit Number,Org Unit Name,Salary Group,People Leader Flag,Street,Suburb,Location,Cty
R0043,Wealth Remediation,55032632,CRI Calcs Team - Jane,Group 3,Non-People Leader,153 Macquarie St,Parramatta,NSW,AU
R0043,Wealth Remediation,55021537,CRI Calcs Team - Kate,Group 3,Non-People Leader,153 Macquarie St,Parramatta,NSW,AU
R0043,Wealth Remediation,55041926,CRI Remediation,Group 5,People Leader,2 Carrington St,Sydney,NSW,AU
R0043,Wealth Remediation,55029012,CRI Remediation Data,Group 2,Non-People Leader,153 Macquarie St,Parramatta,NSW,AU
R0043,Wealth Remediation,55034882,JBW ASF Assessment,External,Non-People Leader,2 Carrington St,Sydney,NSW,AU
R0043,Wealth Remediation,55039679,JBW CRI Assessment,External,People Leader,2 Carrington St,Sydney,NSW,AU
R0043,Wealth Remediation,55032862,JBW CRI Remediation Methodology,External,Non-People Leader,2 Carrington St,Sydney,NSW,AU
R0043,Wealth Remediation,55032759,JBW Remediation ASF,External,Non-People Leader,2 Carrington St,Sydney,NSW,AU
R0043,Wealth Remediation,55037980,JBW Remediation Assurance,External,Non-People Leader,2 Carrington St,Sydney,NSW,AU
R0043,Wealth Remediation,55037979,JBW Remediation Calculations,External,Non-People Leader,2 Carrington St,Sydney,NSW,AU
R0043,Wealth Remediation,55027552,JBW Remediation Case Construction,External,Non-People Leader,2 Carrington St,Sydney,NSW,AU
R0043,Wealth Remediation,55034879,JBW Remediation Case Construction 2,External,Non-People Leader,2 Carrington St,Sydney,NSW,AU
R0043,Wealth Remediation,55032908,JBW Remediation CRI,External,Non-People Leader,2 Carrington St,Sydney,NSW,AU
R0043,Wealth Remediation,55039686,JBW Remediation Engagement,Group 5,People Leader,395 Bourke St,Melbourne,VIC,AU
R0043,Wealth Remediation,55032863,JBW Remediation File Collection & Liaiso,External,Non-People Leader,2 Carrington St,Sydney,NSW,AU
R0043,Wealth Remediation,55009127,JBWere Remediation,Group 5,People Leader,2 Carrington St,Sydney,NSW,AU
R0043,Wealth Remediation,55036250,Logistics Support,External,Non-People Leader,700 Bourke St,Docklands,VIC,AU
R0043,Wealth Remediation,55034880,Methodology & QA,Group 4,Non-People Leader,700 Bourke St,Docklands,VIC,AU
R0043,Wealth Remediation,55032860,Operational Excellence,External,Non-People Leader,700 Bourke St,Docklands,VIC,AU
R0043,Wealth Remediation,55029506,"Planning, Governance and Capability",Group 3,Non-People Leader,2 Carrington St,Sydney,NSW,AU
R0043,Wealth Remediation,55031288,Quality Assurance Case Assessment,Group 4,People Leader,153 Macquarie St,Parramatta,NSW,AU
R0043,Wealth Remediation,55036124,Remediation Logistics and Planning,External,Non-People Leader,2 Carrington St,Sydney,NSW,AU
R0043,Wealth Remediation,55039830,Remediation Resolve,External,Non-People Leader,153 Macquarie St,Parramatta,NSW,AU
R0043,Wealth Remediation,55034325,Remediation Support Centre,Group 4,People Leader,153 Macquarie St,Parramatta,NSW,AU
R0043,Wealth Remediation,55039829,RSC Squad - 1,External,People Leader,700 Bourke St,Docklands,VIC,AU
R0043,Wealth Remediation,55031080,RSC Squad - 2,Group 1,Non-People Leader,153 Macquarie St,Parramatta,NSW,AU
R0043,Wealth Remediation,55031077,RSC Squad - 3,Group 2,Non-People Leader,153 Macquarie St,Parramatta,NSW,AU
R0043,Wealth Remediation,55017366,Third Party Engagement,Group 3,Non-People Leader,700 Bourke St,Docklands,VIC,AU
R0043,Wealth Remediation,55034335,Triage & Investigations,External,People Leader,2 Carrington St,Sydney,NSW,AU
R0043,Wealth Remediation,55031005,Wealth Remediation Support Centre,Group 5,People Leader,153 Macquarie St,Parramatta,NSW,AU
R0055,Markets Economic Analyst,55007584,Credit Research,Group 5,People Leader,2 Carrington St,Sydney,NSW,AU
R0055,Markets Economic Analyst,55007583,Markets Economics,Group 4,Non-People Leader,2 Carrington St,Sydney,NSW,AU
R0204,"Health, Safety & Wellbeing",55005925,Ex Employee Compensation,Casual,Non-People Leader,348 Shute Harbour Rd,Airlie Beach,QLD,AU
R0204,"Health, Safety & Wellbeing",55032685,Health Management,Group 3,Non-People Leader,101 St Georges Terrace,Perth,WA,AU
R0204,"Health, Safety & Wellbeing",55035156,"Health, Safety & Wellbeing",Group 4,Non-People Leader,101 St Georges Terrace,Perth,WA,AU
R0204,"Health, Safety & Wellbeing",55022352,"Health, Safety & Wellbeing Consulting",Group 3,Non-People Leader,395 Bourke St,Melbourne,VIC,AU
R0204,"Health, Safety & Wellbeing",55004131,Workers Compensation,External,Non-People Leader,395 Bourke St,Melbourne,VIC,AU
R0207,People Systems,55036375,Business Transformation,External,Non-People Leader,2 Carrington St,Sydney,NSW,AU
R0207,People Systems,55032672,People Systems 1,Group 3,Non-People Leader,395 Bourke St,Melbourne,VIC,AU
R0207,People Systems,55032673,People Systems 2,Group 3,Non-People Leader,395 Bourke St,Melbourne,VIC,AU
R0290,1st Line Risk: Technology,55038074,DCO Compliance and Risk Delivery,Group 5,Non-People Leader,700 Bourke St,Docklands,VIC,AU
R0290,1st Line Risk: Technology,55041439,Divisional Controls CIO CIB,Group 3,Non-People Leader,395 Bourke St,Melbourne,VIC,AU
R0290,1st Line Risk: Technology,55041442,Divisional Controls CIO D&CET,Group 3,Non-People Leader,395 Bourke St,Melbourne,VIC,AU
R0290,1st Line Risk: Technology,55041438,Divisional Controls CIO PB & B&PB,Group 3,Non-People Leader,395 Bourke St,Melbourne,VIC,AU
R0290,1st Line Risk: Technology,55041440,Divisional Controls ED&A & Enabling,Group 3,Non-People Leader,395 Bourke St,Melbourne,VIC,AU
R0290,1st Line Risk: Technology,55041441,Divisional Controls ET & Arch,Group 3,Non-People Leader,395 Bourke St,Melbourne,VIC,AU
R0290,1st Line Risk: Technology,55030423,Divisional Controls FCO,Group 3,Non-People Leader,395 Bourke St,Melbourne,VIC,AU
R0290,1st Line Risk: Technology,55039755,Divisional Controls Group Security,Group 3,Non-People Leader,395 Bourke St,Melbourne,VIC,AU
R0290,1st Line Risk: Technology,55026840,Divisional Controls LS&PO,Group 3,Non-People Leader,700 Bourke St,Docklands,VIC,AU
R0290,1st Line Risk: Technology,55038681,Divisional Controls NAB Assist,Group 3,Non-People Leader,700 Bourke St,Docklands,VIC,AU
R0290,1st Line Risk: Technology,55033209,EO Divisional Controls Enterprise Servic,Group 3,Non-People Leader,700 Bourke St,Docklands,VIC,AU
R0290,1st Line Risk: Technology,55043722,"Risk Enablement, Tech",External,People Leader,2 Carrington St,Sydney,NSW,AU
R0377,People Operations,55039577,Business Improvement,Group 3,Non-People Leader,395 Bourke St,Melbourne,VIC,AU
R0377,People Operations,55032663,Colleague Services,Group 3,Non-People Leader,395 Bourke St,Melbourne,VIC,AU
R0377,People Operations,55036003,Colleague Services,Group 2,Non-People Leader,395 Bourke St,Melbourne,VIC,AU
R0377,People Operations,55036004,Colleague Services 1,Group 2,Non-People Leader,395 Bourke St,Melbourne,VIC,AU
R0377,People Operations,55036006,Colleague Services 3,Group 2,Non-People Leader,153 Macquarie St,Parramatta,NSW,AU
R0377,People Operations,55036007,Colleague Services 4,External,Non-People Leader,395 Bourke St,Melbourne,VIC,AU
R0377,People Operations,55036008,Colleague Services 5,External,Non-People Leader,153 Macquarie St,Parramatta,NSW,AU
R0377,People Operations,55036009,Colleague Services 6,External,Non-People Leader,395 Bourke St,Melbourne,VIC,AU
R0377,People Operations,55043375,Commercial Operations,Group 2,Non-People Leader,395 Bourke St,Melbourne,VIC,AU
R0377,People Operations,55032655,Executive Reward Services 1,Group 4,People Leader,395 Bourke St,Melbourne,VIC,AU
R0377,People Operations,55034860,Executive Reward Services 2,Group 3,Non-People Leader,395 Bourke St,Melbourne,VIC,AU
R0377,People Operations,55042881,Executive Reward Services 4,Group 3,Non-People Leader,395 Bourke St,Melbourne,VIC,AU
R0377,People Operations,55033035,GPO Process Design & Control,Group 4,People Leader,395 Bourke St,Melbourne,VIC,AU
R0377,People Operations,55044076,IPP - Data Reporting and Governance,External,Non-People Leader,395 Bourke St,Melbourne,VIC,AU
R0377,People Operations,55036698,Org Change Execution,Group 3,Non-People Leader,23 McCartin St,Leongatha,VIC,AU
R0377,People Operations,55032664,Payroll Services,Group 5,People Leader,2 Carrington St,Sydney,NSW,AU
R0377,People Operations,55038331,People & Culture ubank,External,Non-People Leader,2 Carrington St,Sydney,NSW,AU
R0377,People Operations,55041814,People Operations,External,Non-People Leader,2 Carrington St,Sydney,NSW,AU
R0377,People Operations,55041025,People Reporting,Group 2,Non-People Leader,395 Bourke St,Melbourne,VIC,AU
R0377,People Operations,55039651,PMO Lead,External,Non-People Leader,395 Bourke St,Melbourne,VIC,AU
R0377,People Operations,55044100,RPWR Portfolio Execution,Group 5,People Leader,395 Bourke St,Melbourne,VIC,AU
R0377,People Operations,55026719,"Technology, Technology Platforms",Group 5,Non-People Leader,700 Bourke St,Docklands,VIC,AU
