JobID,Skill_ID
R0207,KS4418371TN1X41T1P3G
R0207,KS4418462TTGKL3CWJHT
R0207,KS7G2RS68WTQ4B3H2KMQ
R0207,KS7G6XB661ZQZM7SXS11
R0207,KSCQ0SWSSG568HKQ1YNL
R0207,KSL1KN8N0QBOUW5WSHIR
R0290,BGS254D2D0A9C35F55B5
R0290,BGSC90AB31B25C802699
R0290,BGSCD45D9486736225BE
R0290,BGSD16A8EEF4F5775E15
R0290,ES20CECA4FF83ECE8196
R0290,ES38B304CCC8085E3CBA
R0290,ES3CB3E9AB1C8764C2E9
R0290,ES42E5D7967FCC7EDD0D
R0290,ES439D5D4E1DA572EFB8
R0290,ES465F92F433C4A44E49
R0290,ES476D9219E938F5CB96
R0290,ES5B06E38C5696D77E2C
R0290,ES813645D5555C9C0A33
R0290,ES886154C56DD7EB0AFF
R0290,ES96EA50918BAFBA3EE8
R0290,ESDF44DC766ED1E22E32
R0290,ESEF6CBFE27C71B28816
R0290,ESF14A354DDD69B5FBD4
R0290,KS120GV6C72JMSZKMTD7
R0290,KS1219261TYVPMGX8KVQ
R0290,KS1219462WRQNHNTPZ7G
R0290,KS121CM5ZYF7WMBS5BS4
R0290,KS121J06HRH9BLX7WN4L
R0290,KS121T569X502KJPS0F3
R0290,KS122C06Z8NDM5G6NYNT
R0290,KS122LM693MC8BM7T1PM
R0290,KS122PG64BT2BT6X15HF
R0290,KS123HL75PX38KTJXYKJ
R0290,KS123HV5WHQXDMXZ667K
R0290,KS125F678LV2KB3Z5XW0
R0290,KS125ZB6BWF5RY40BH1B
R0290,KS1281S6BMZ3DCN1G8M7
R0290,KS4403L6TBV131KKFLFW
R0290,KS4403M6G36JQNJ4BT9Z
R0290,KS4403M719YNXLXBSCH9
R0290,KS4403N73QRL1Q990QFC
R0290,KS4403P68Z3K0R3WZW84
R0290,KS4407565LF7NGXMDBVF
R0290,KS440XG653B0ZK3926JF
R0290,KS440XG6F9DTD3VG7JTV
R0290,KS440ZZ6HM0NG5586DTZ
R0290,KS441056X144NXMC3HVY
R0290,KS441075WGFJJ4GRFG2Q
R0290,KS4418371TN1X41T1P3G
R0290,KS4418462TTGKL3CWJHT
R0290,KS7G6XB661ZQZM7SXS11
R0290,KSCQ0SWSSG568HKQ1YNL
R0377,BGS7F738A0B7EB1F3021
R0377,BGSBC6553CCF3F292F02
R0377,BGSD16A8EEF4F5775E15
R0377,BGSDB896C54282D080F0
R0377,ES20CECA4FF83ECE8196
R0377,ES39E5C01E1593CE9E72
R0377,ES42E5D7967FCC7EDD0D
R0377,ES439D5D4E1DA572EFB8
R0377,ES465F92F433C4A44E49
R0377,ES476D9219E938F5CB96
R0377,ES4E300E466ED52C0C8A
R0377,ES6727F8FE10FA548AE7
R0377,ES6D509E2EEF4C312414
R0377,ES7C0F9A9312F961F49F
R0377,ES813645D5555C9C0A33
R0377,ES886154C56DD7EB0AFF
R0377,ES8B03DAD3B526316ED9
R0377,ES8FEB67C78B64B18B22
R0377,ESAF834A5A6F8575AB20
R0377,ESB38820A543FA4E3969
R0377,ESB812BB8B0FCA695F64
R0377,ESBB3098541859BBAD7A
R0377,ESBFE8BD405046C280C4
R0377,ESEF6CBFE27C71B28816
R0377,ESFA9982A2A945E439CB
R0377,KS120626HMWCXJWJC7VK
R0377,KS120SR6WD1FP76Z6GC2
R0377,KS1218B5WWXNDNQTN9MP
R0377,KS1218B62M9QRBY8WRSK
R0377,KS1218C6C8TX2Y1KRN37
R0377,KS1219462WRQNHNTPZ7G
R0377,KS121J06HRH9BLX7WN4L
R0377,KS121T569X502KJPS0F3
R0377,KS122556LMQ829GZCCRV
R0377,KS12258757JQRQK8X5M9
R0377,KS1226L6XYT1N27WRYJM
R0377,KS122C06Z8NDM5G6NYNT
R0377,KS122LM693MC8BM7T1PM
R0377,KS122PG64BT2BT6X15HF
R0377,KS123HL75PX38KTJXYKJ
R0377,KS123HV5WHQXDMXZ667K
R0377,KS123J15YJ6PLJDX8L8M
R0377,KS124TG6C6GQ3RGYBJ3G
R0377,KS125396X5DJ1MXHT6YC
R0377,KS1258C6J7BK2F84V8FC
R0377,KS125F678LV2KB3Z5XW0
R0377,KS125ZB6BWF5RY40BH1B
R0377,KS127CS79GV081FMJYKZ
R0377,KS127D261ZX3DW5GBMLY
R0377,KS127D275NM6WYHG091C
R0377,KS4403M6G36JQNJ4BT9Z
R0377,KS4407565LF7NGXMDBVF
R0377,KS440XG653B0ZK3926JF
R0377,KS440ZT7088TCC7ZLSMN
R0377,KS440ZZ6HM0NG5586DTZ
R0377,KS4418371TN1X41T1P3G
R0377,KS4418462TTGKL3CWJHT
R0377,KS7G6XB661ZQZM7SXS11
R0377,KSCQ0SWSSG568HKQ1YNL
R0377,KSQPGV2XZO8UMNCC49LK
