job1_id,job2_id,similarity,job1_title,job2_title,job1_department,job2_department,is_same_department
R0377_55032664,R0377_55036007,1.0000000000000002,People Operations,People Operations,Payroll Services,Colleague Services 4,False
R0377_55036007,R0377_55038331,1.0000000000000002,People Operations,People Operations,Colleague Services 4,People & Culture ubank,False
R0377_55038331,R0377_55036007,1.0000000000000002,People Operations,People Operations,People & Culture ubank,Colleague Services 4,False
R0377_55036007,R0377_55041814,1.0000000000000002,People Operations,People Operations,Colleague Services 4,People Operations,False
R0377_55041814,R0377_55036007,1.0000000000000002,People Operations,People Operations,People Operations,Colleague Services 4,False
R0377_55036007,R0377_55041025,1.0000000000000002,People Operations,People Operations,Colleague Services 4,People Reporting,False
R0377_55041025,R0377_55036007,1.0000000000000002,People Operations,People Operations,People Reporting,Colleague Services 4,False
R0377_55026719,R0377_55036006,1.0000000000000002,People Operations,People Operations,"Technology, Technology Platforms",Colleague Services 3,False
R0377_55044100,R0377_55036006,1.0000000000000002,People Operations,People Operations,RPWR Portfolio Execution,Colleague Services 3,False
R0377_55036008,R0377_55036006,1.0000000000000002,People Operations,People Operations,Colleague Services 5,Colleague Services 3,False
R0377_55036006,R0377_55044076,1.0000000000000002,People Operations,People Operations,Colleague Services 3,IPP - Data Reporting and Governance,False
R0377_55036006,R0377_55036009,1.0000000000000002,People Operations,People Operations,Colleague Services 3,Colleague Services 6,False
R0377_55036003,R0377_55042881,1.0000000000000002,People Operations,People Operations,Colleague Services,Executive Reward Services 4,False
R0377_55036006,R0377_55043375,1.0000000000000002,People Operations,People Operations,Colleague Services 3,Commercial Operations,False
R0377_55043375,R0377_55036006,1.0000000000000002,People Operations,People Operations,Commercial Operations,Colleague Services 3,False
R0377_55036006,R0377_55032655,1.0000000000000002,People Operations,People Operations,Colleague Services 3,Executive Reward Services 1,False
R0377_55032655,R0377_55036006,1.0000000000000002,People Operations,People Operations,Executive Reward Services 1,Colleague Services 3,False
R0377_55036006,R0377_55034860,1.0000000000000002,People Operations,People Operations,Colleague Services 3,Executive Reward Services 2,False
R0377_55034860,R0377_55036006,1.0000000000000002,People Operations,People Operations,Executive Reward Services 2,Colleague Services 3,False
R0377_55036006,R0377_55042881,1.0000000000000002,People Operations,People Operations,Colleague Services 3,Executive Reward Services 4,False
R0377_55042881,R0377_55036006,1.0000000000000002,People Operations,People Operations,Executive Reward Services 4,Colleague Services 3,False
R0377_55036006,R0377_55033035,1.0000000000000002,People Operations,People Operations,Colleague Services 3,GPO Process Design & Control,False
R0377_55033035,R0377_55036006,1.0000000000000002,People Operations,People Operations,GPO Process Design & Control,Colleague Services 3,False
R0377_55044076,R0377_55036006,1.0000000000000002,People Operations,People Operations,IPP - Data Reporting and Governance,Colleague Services 3,False
R0377_55036006,R0377_55044100,1.0000000000000002,People Operations,People Operations,Colleague Services 3,RPWR Portfolio Execution,False
R0377_55036006,R0377_55036698,1.0000000000000002,People Operations,People Operations,Colleague Services 3,Org Change Execution,False
R0377_55036698,R0377_55036006,1.0000000000000002,People Operations,People Operations,Org Change Execution,Colleague Services 3,False
R0377_55036006,R0377_55032664,1.0000000000000002,People Operations,People Operations,Colleague Services 3,Payroll Services,False
R0377_55032664,R0377_55036006,1.0000000000000002,People Operations,People Operations,Payroll Services,Colleague Services 3,False
R0377_55036006,R0377_55038331,1.0000000000000002,People Operations,People Operations,Colleague Services 3,People & Culture ubank,False
R0377_55038331,R0377_55036006,1.0000000000000002,People Operations,People Operations,People & Culture ubank,Colleague Services 3,False
R0377_55036006,R0377_55041814,1.0000000000000002,People Operations,People Operations,Colleague Services 3,People Operations,False
R0377_55041814,R0377_55036006,1.0000000000000002,People Operations,People Operations,People Operations,Colleague Services 3,False
R0377_55036006,R0377_55041025,1.0000000000000002,People Operations,People Operations,Colleague Services 3,People Reporting,False
R0377_55041025,R0377_55036006,1.0000000000000002,People Operations,People Operations,People Reporting,Colleague Services 3,False
R0377_55036006,R0377_55039651,1.0000000000000002,People Operations,People Operations,Colleague Services 3,PMO Lead,False
R0377_55039651,R0377_55036006,1.0000000000000002,People Operations,People Operations,PMO Lead,Colleague Services 3,False
R0377_55042881,R0377_55036003,1.0000000000000002,People Operations,People Operations,Executive Reward Services 4,Colleague Services,False
R0377_55032655,R0377_55036003,1.0000000000000002,People Operations,People Operations,Executive Reward Services 1,Colleague Services,False
R0377_55034860,R0377_55036003,1.0000000000000002,People Operations,People Operations,Executive Reward Services 2,Colleague Services,False
R0377_55033035,R0377_55039577,1.0000000000000002,People Operations,People Operations,GPO Process Design & Control,Business Improvement,False
R0377_55036008,R0377_55039577,1.0000000000000002,People Operations,People Operations,Colleague Services 5,Business Improvement,False
R0377_55039577,R0377_55036009,1.0000000000000002,People Operations,People Operations,Business Improvement,Colleague Services 6,False
R0377_55036009,R0377_55039577,1.0000000000000002,People Operations,People Operations,Colleague Services 6,Business Improvement,False
R0377_55039577,R0377_55043375,1.0000000000000002,People Operations,People Operations,Business Improvement,Commercial Operations,False
R0377_55043375,R0377_55039577,1.0000000000000002,People Operations,People Operations,Commercial Operations,Business Improvement,False
R0377_55039577,R0377_55032655,1.0000000000000002,People Operations,People Operations,Business Improvement,Executive Reward Services 1,False
R0377_55032655,R0377_55039577,1.0000000000000002,People Operations,People Operations,Executive Reward Services 1,Business Improvement,False
R0377_55039577,R0377_55034860,1.0000000000000002,People Operations,People Operations,Business Improvement,Executive Reward Services 2,False
R0377_55034860,R0377_55039577,1.0000000000000002,People Operations,People Operations,Executive Reward Services 2,Business Improvement,False
R0377_55039577,R0377_55042881,1.0000000000000002,People Operations,People Operations,Business Improvement,Executive Reward Services 4,False
R0377_55042881,R0377_55039577,1.0000000000000002,People Operations,People Operations,Executive Reward Services 4,Business Improvement,False
R0377_55039577,R0377_55033035,1.0000000000000002,People Operations,People Operations,Business Improvement,GPO Process Design & Control,False
R0377_55039577,R0377_55044076,1.0000000000000002,People Operations,People Operations,Business Improvement,IPP - Data Reporting and Governance,False
R0377_55036007,R0377_55039577,1.0000000000000002,People Operations,People Operations,Colleague Services 4,Business Improvement,False
R0377_55044076,R0377_55039577,1.0000000000000002,People Operations,People Operations,IPP - Data Reporting and Governance,Business Improvement,False
R0377_55039577,R0377_55036698,1.0000000000000002,People Operations,People Operations,Business Improvement,Org Change Execution,False
R0377_55036698,R0377_55039577,1.0000000000000002,People Operations,People Operations,Org Change Execution,Business Improvement,False
R0377_55039577,R0377_55032664,1.0000000000000002,People Operations,People Operations,Business Improvement,Payroll Services,False
R0377_55032664,R0377_55039577,1.0000000000000002,People Operations,People Operations,Payroll Services,Business Improvement,False
R0377_55039577,R0377_55038331,1.0000000000000002,People Operations,People Operations,Business Improvement,People & Culture ubank,False
R0377_55038331,R0377_55039577,1.0000000000000002,People Operations,People Operations,People & Culture ubank,Business Improvement,False
R0377_55039577,R0377_55041814,1.0000000000000002,People Operations,People Operations,Business Improvement,People Operations,False
R0377_55041814,R0377_55039577,1.0000000000000002,People Operations,People Operations,People Operations,Business Improvement,False
R0377_55039577,R0377_55041025,1.0000000000000002,People Operations,People Operations,Business Improvement,People Reporting,False
R0377_55041025,R0377_55039577,1.0000000000000002,People Operations,People Operations,People Reporting,Business Improvement,False
R0377_55039577,R0377_55039651,1.0000000000000002,People Operations,People Operations,Business Improvement,PMO Lead,False
R0377_55039577,R0377_55036008,1.0000000000000002,People Operations,People Operations,Business Improvement,Colleague Services 5,False
R0377_55039577,R0377_55036007,1.0000000000000002,People Operations,People Operations,Business Improvement,Colleague Services 4,False
R0377_55036003,R0377_55034860,1.0000000000000002,People Operations,People Operations,Colleague Services,Executive Reward Services 2,False
R0204_55004131,R0204_55032685,1.0000000000000002,"Health, Safety & Wellbeing","Health, Safety & Wellbeing",Workers Compensation,Health Management,False
R0204_55005925,R0204_55032685,1.0000000000000002,"Health, Safety & Wellbeing","Health, Safety & Wellbeing",Ex Employee Compensation,Health Management,False
R0204_55032685,R0204_55005925,1.0000000000000002,"Health, Safety & Wellbeing","Health, Safety & Wellbeing",Health Management,Ex Employee Compensation,False
R0204_55005925,R0204_55035156,1.0000000000000002,"Health, Safety & Wellbeing","Health, Safety & Wellbeing",Ex Employee Compensation,"Health, Safety & Wellbeing",False
R0204_55035156,R0204_55005925,1.0000000000000002,"Health, Safety & Wellbeing","Health, Safety & Wellbeing","Health, Safety & Wellbeing",Ex Employee Compensation,False
R0204_55022352,R0204_55005925,1.0000000000000002,"Health, Safety & Wellbeing","Health, Safety & Wellbeing","Health, Safety & Wellbeing Consulting",Ex Employee Compensation,False
R0204_55005925,R0204_55004131,1.0000000000000002,"Health, Safety & Wellbeing","Health, Safety & Wellbeing",Ex Employee Compensation,Workers Compensation,False
R0204_55004131,R0204_55005925,1.0000000000000002,"Health, Safety & Wellbeing","Health, Safety & Wellbeing",Workers Compensation,Ex Employee Compensation,False
R0204_55032685,R0204_55035156,1.0000000000000002,"Health, Safety & Wellbeing","Health, Safety & Wellbeing",Health Management,"Health, Safety & Wellbeing",False
R0204_55035156,R0204_55032685,1.0000000000000002,"Health, Safety & Wellbeing","Health, Safety & Wellbeing","Health, Safety & Wellbeing",Health Management,False
R0204_55032685,R0204_55022352,1.0000000000000002,"Health, Safety & Wellbeing","Health, Safety & Wellbeing",Health Management,"Health, Safety & Wellbeing Consulting",False
R0204_55022352,R0204_55032685,1.0000000000000002,"Health, Safety & Wellbeing","Health, Safety & Wellbeing","Health, Safety & Wellbeing Consulting",Health Management,False
R0204_55032685,R0204_55004131,1.0000000000000002,"Health, Safety & Wellbeing","Health, Safety & Wellbeing",Health Management,Workers Compensation,False
R0204_55035156,R0204_55022352,1.0000000000000002,"Health, Safety & Wellbeing","Health, Safety & Wellbeing","Health, Safety & Wellbeing","Health, Safety & Wellbeing Consulting",False
R0377_55036006,R0377_55039577,1.0000000000000002,People Operations,People Operations,Colleague Services 3,Business Improvement,False
R0204_55022352,R0204_55035156,1.0000000000000002,"Health, Safety & Wellbeing","Health, Safety & Wellbeing","Health, Safety & Wellbeing Consulting","Health, Safety & Wellbeing",False
R0204_55035156,R0204_55004131,1.0000000000000002,"Health, Safety & Wellbeing","Health, Safety & Wellbeing","Health, Safety & Wellbeing",Workers Compensation,False
R0204_55004131,R0204_55035156,1.0000000000000002,"Health, Safety & Wellbeing","Health, Safety & Wellbeing",Workers Compensation,"Health, Safety & Wellbeing",False
R0204_55022352,R0204_55004131,1.0000000000000002,"Health, Safety & Wellbeing","Health, Safety & Wellbeing","Health, Safety & Wellbeing Consulting",Workers Compensation,False
R0204_55004131,R0204_55022352,1.0000000000000002,"Health, Safety & Wellbeing","Health, Safety & Wellbeing",Workers Compensation,"Health, Safety & Wellbeing Consulting",False
R0377_55039577,R0377_55032663,1.0000000000000002,People Operations,People Operations,Business Improvement,Colleague Services,False
R0377_55032663,R0377_55039577,1.0000000000000002,People Operations,People Operations,Colleague Services,Business Improvement,False
R0377_55039577,R0377_55036003,1.0000000000000002,People Operations,People Operations,Business Improvement,Colleague Services,False
R0377_55036003,R0377_55039577,1.0000000000000002,People Operations,People Operations,Colleague Services,Business Improvement,False
R0377_55039577,R0377_55036004,1.0000000000000002,People Operations,People Operations,Business Improvement,Colleague Services 1,False
R0377_55036004,R0377_55039577,1.0000000000000002,People Operations,People Operations,Colleague Services 1,Business Improvement,False
R0377_55039577,R0377_55036006,1.0000000000000002,People Operations,People Operations,Business Improvement,Colleague Services 3,False
R0377_55039651,R0377_55039577,1.0000000000000002,People Operations,People Operations,PMO Lead,Business Improvement,False
R0377_55039577,R0377_55044100,1.0000000000000002,People Operations,People Operations,Business Improvement,RPWR Portfolio Execution,False
R0377_55044100,R0377_55039577,1.0000000000000002,People Operations,People Operations,RPWR Portfolio Execution,Business Improvement,False
R0377_55036003,R0377_55036004,1.0000000000000002,People Operations,People Operations,Colleague Services,Colleague Services 1,False
R0377_55032663,R0377_55038331,1.0000000000000002,People Operations,People Operations,Colleague Services,People & Culture ubank,False
R0377_55038331,R0377_55032663,1.0000000000000002,People Operations,People Operations,People & Culture ubank,Colleague Services,False
R0377_55032663,R0377_55041814,1.0000000000000002,People Operations,People Operations,Colleague Services,People Operations,False
R0377_55041814,R0377_55032663,1.0000000000000002,People Operations,People Operations,People Operations,Colleague Services,False
R0377_55032663,R0377_55041025,1.0000000000000002,People Operations,People Operations,Colleague Services,People Reporting,False
R0377_55041025,R0377_55032663,1.0000000000000002,People Operations,People Operations,People Reporting,Colleague Services,False
R0377_55032663,R0377_55039651,1.0000000000000002,People Operations,People Operations,Colleague Services,PMO Lead,False
R0377_55039651,R0377_55032663,1.0000000000000002,People Operations,People Operations,PMO Lead,Colleague Services,False
R0377_55032663,R0377_55044100,1.0000000000000002,People Operations,People Operations,Colleague Services,RPWR Portfolio Execution,False
R0377_55044100,R0377_55032663,1.0000000000000002,People Operations,People Operations,RPWR Portfolio Execution,Colleague Services,False
R0377_55032663,R0377_55026719,1.0000000000000002,People Operations,People Operations,Colleague Services,"Technology, Technology Platforms",False
R0377_55026719,R0377_55032663,1.0000000000000002,People Operations,People Operations,"Technology, Technology Platforms",Colleague Services,False
R0377_55036004,R0377_55036003,1.0000000000000002,People Operations,People Operations,Colleague Services 1,Colleague Services,False
R0377_55039577,R0377_55026719,1.0000000000000002,People Operations,People Operations,Business Improvement,"Technology, Technology Platforms",False
R0377_55036003,R0377_55036006,1.0000000000000002,People Operations,People Operations,Colleague Services,Colleague Services 3,False
R0377_55036006,R0377_55036003,1.0000000000000002,People Operations,People Operations,Colleague Services 3,Colleague Services,False
R0377_55036003,R0377_55036007,1.0000000000000002,People Operations,People Operations,Colleague Services,Colleague Services 4,False
R0377_55036007,R0377_55036003,1.0000000000000002,People Operations,People Operations,Colleague Services 4,Colleague Services,False
R0377_55036003,R0377_55036008,1.0000000000000002,People Operations,People Operations,Colleague Services,Colleague Services 5,False
R0377_55036008,R0377_55036003,1.0000000000000002,People Operations,People Operations,Colleague Services 5,Colleague Services,False
R0377_55036003,R0377_55036009,1.0000000000000002,People Operations,People Operations,Colleague Services,Colleague Services 6,False
R0377_55036009,R0377_55036003,1.0000000000000002,People Operations,People Operations,Colleague Services 6,Colleague Services,False
R0377_55036003,R0377_55043375,1.0000000000000002,People Operations,People Operations,Colleague Services,Commercial Operations,False
R0377_55043375,R0377_55036003,1.0000000000000002,People Operations,People Operations,Commercial Operations,Colleague Services,False
R0377_55036003,R0377_55032655,1.0000000000000002,People Operations,People Operations,Colleague Services,Executive Reward Services 1,False
R0377_55039651,R0377_55036007,1.0000000000000002,People Operations,People Operations,PMO Lead,Colleague Services 4,False
R0377_55032664,R0377_55032663,1.0000000000000002,People Operations,People Operations,Payroll Services,Colleague Services,False
R0377_55032663,R0377_55032664,1.0000000000000002,People Operations,People Operations,Colleague Services,Payroll Services,False
R0377_55036698,R0377_55032663,1.0000000000000002,People Operations,People Operations,Org Change Execution,Colleague Services,False
R0377_55032663,R0377_55036698,1.0000000000000002,People Operations,People Operations,Colleague Services,Org Change Execution,False
R0377_55026719,R0377_55039577,1.0000000000000002,People Operations,People Operations,"Technology, Technology Platforms",Business Improvement,False
R0377_55032663,R0377_55036003,1.0000000000000002,People Operations,People Operations,Colleague Services,Colleague Services,True
R0377_55036003,R0377_55032663,1.0000000000000002,People Operations,People Operations,Colleague Services,Colleague Services,True
R0377_55032663,R0377_55036004,1.0000000000000002,People Operations,People Operations,Colleague Services,Colleague Services 1,False
R0377_55036004,R0377_55032663,1.0000000000000002,People Operations,People Operations,Colleague Services 1,Colleague Services,False
R0377_55032663,R0377_55036006,1.0000000000000002,People Operations,People Operations,Colleague Services,Colleague Services 3,False
R0377_55036006,R0377_55032663,1.0000000000000002,People Operations,People Operations,Colleague Services 3,Colleague Services,False
R0377_55032663,R0377_55036007,1.0000000000000002,People Operations,People Operations,Colleague Services,Colleague Services 4,False
R0377_55036007,R0377_55032663,1.0000000000000002,People Operations,People Operations,Colleague Services 4,Colleague Services,False
R0377_55032663,R0377_55036008,1.0000000000000002,People Operations,People Operations,Colleague Services,Colleague Services 5,False
R0377_55036008,R0377_55032663,1.0000000000000002,People Operations,People Operations,Colleague Services 5,Colleague Services,False
R0377_55032663,R0377_55036009,1.0000000000000002,People Operations,People Operations,Colleague Services,Colleague Services 6,False
R0377_55036009,R0377_55032663,1.0000000000000002,People Operations,People Operations,Colleague Services 6,Colleague Services,False
R0377_55032663,R0377_55043375,1.0000000000000002,People Operations,People Operations,Colleague Services,Commercial Operations,False
R0377_55043375,R0377_55032663,1.0000000000000002,People Operations,People Operations,Commercial Operations,Colleague Services,False
R0377_55032663,R0377_55032655,1.0000000000000002,People Operations,People Operations,Colleague Services,Executive Reward Services 1,False
R0377_55032655,R0377_55032663,1.0000000000000002,People Operations,People Operations,Executive Reward Services 1,Colleague Services,False
R0377_55032663,R0377_55034860,1.0000000000000002,People Operations,People Operations,Colleague Services,Executive Reward Services 2,False
R0377_55034860,R0377_55032663,1.0000000000000002,People Operations,People Operations,Executive Reward Services 2,Colleague Services,False
R0377_55032663,R0377_55042881,1.0000000000000002,People Operations,People Operations,Colleague Services,Executive Reward Services 4,False
R0377_55042881,R0377_55032663,1.0000000000000002,People Operations,People Operations,Executive Reward Services 4,Colleague Services,False
R0377_55032663,R0377_55033035,1.0000000000000002,People Operations,People Operations,Colleague Services,GPO Process Design & Control,False
R0377_55033035,R0377_55032663,1.0000000000000002,People Operations,People Operations,GPO Process Design & Control,Colleague Services,False
R0377_55032663,R0377_55044076,1.0000000000000002,People Operations,People Operations,Colleague Services,IPP - Data Reporting and Governance,False
R0377_55044076,R0377_55032663,1.0000000000000002,People Operations,People Operations,IPP - Data Reporting and Governance,Colleague Services,False
R0377_55036007,R0377_55039651,1.0000000000000002,People Operations,People Operations,Colleague Services 4,PMO Lead,False
R0204_55005925,R0204_55022352,1.0000000000000002,"Health, Safety & Wellbeing","Health, Safety & Wellbeing",Ex Employee Compensation,"Health, Safety & Wellbeing Consulting",False
R0377_55036007,R0377_55044100,1.0000000000000002,People Operations,People Operations,Colleague Services 4,RPWR Portfolio Execution,False
R0377_55026719,R0377_55042881,1.0000000000000002,People Operations,People Operations,"Technology, Technology Platforms",Executive Reward Services 4,False
